n,Omega_2,Omega_3,Omega_5,Omega_7,Omega_9,Omega_11,Omega_total
25904,4,0,0,0,0,0,5
25905,0,1,1,0,0,1,4
25906,1,0,0,0,0,0,2
25907,0,0,0,1,0,0,2
25908,2,1,0,0,0,0,5
25909,0,0,0,0,0,0,2
25910,1,0,1,0,0,0,3
25911,0,2,0,0,2,0,3
25912,3,0,0,0,0,0,5
25913,0,0,0,0,0,0,1
25914,1,1,0,1,0,0,4
25915,0,0,1,0,0,0,3
25916,2,0,0,0,0,1,5
25917,0,1,0,0,0,0,3
25918,1,0,0,0,0,0,2
25919,0,0,0,0,0,0,1
25920,6,4,1,0,4,0,11
25921,0,0,0,2,0,0,4
25922,1,0,0,0,0,0,3
25923,0,1,0,0,0,0,2
25924,2,0,0,0,0,0,3
25925,0,0,2,0,0,0,4
25926,1,1,0,0,0,0,4
25927,0,0,0,0,0,1,2
25928,3,0,0,1,0,0,5
25929,0,2,0,0,2,0,4
25930,1,0,1,0,0,0,3
25931,0,0,0,0,0,0,1
25932,2,1,0,0,0,0,4
25933,0,0,0,0,0,0,1
25934,1,0,0,0,0,0,2
25935,0,1,1,1,0,0,5
25936,4,0,0,0,0,0,5
25937,0,0,0,0,0,0,2
25938,1,2,0,0,2,1,5
25939,0,0,0,0,0,0,1
25940,2,0,1,0,0,0,4
25941,0,1,0,0,0,0,2
25942,1,0,0,1,0,0,4
25943,0,0,0,0,0,0,1
25944,3,1,0,0,0,0,6
25945,0,0,1,0,0,0,2
25946,1,0,0,0,0,0,2
25947,0,3,0,0,2,0,5
25948,2,0,0,0,0,0,4
25949,0,0,0,1,0,1,3
25950,1,1,2,0,0,0,5
25951,0,0,0,0,0,0,1
25952,5,0,0,0,0,0,6
25953,0,1,0,0,0,0,3
25954,1,0,0,0,0,0,3
25955,0,0,1,0,0,0,3
25956,2,2,0,1,2,0,6
25957,0,0,0,0,0,0,2
25958,1,0,0,0,0,0,2
25959,0,1,0,0,0,0,3
25960,3,0,1,0,0,1,6
25961,0,0,0,0,0,0,2
25962,1,1,0,0,0,0,3
25963,0,0,0,1,0,0,2
25964,2,0,0,0,0,0,3
25965,0,2,1,0,2,0,4
25966,1,0,0,0,0,0,2
25967,0,0,0,0,0,0,2
25968,4,1,0,0,0,0,6
25969,0,0,0,0,0,0,1
25970,1,0,1,2,0,0,5
25971,0,1,0,0,0,1,3
25972,2,0,0,0,0,0,4
25973,0,0,0,0,0,0,2
25974,1,3,0,0,2,0,6
25975,0,0,2,0,0,0,3
25976,3,0,0,0,0,0,5
25977,0,1,0,1,0,0,3
25978,1,0,0,0,0,0,3
25979,0,0,0,0,0,0,2
25980,2,1,1,0,0,0,5
25981,0,0,0,0,0,0,1
25982,1,0,0,0,0,1,3
25983,0,2,0,0,2,0,3
25984,7,0,0,1,0,0,9
25985,0,0,1,0,0,0,2
25986,1,1,0,0,0,0,4
25987,0,0,0,0,0,0,2
25988,2,0,0,0,0,0,4
25989,0,1,0,0,0,0,2
25990,1,0,1,0,0,0,4
25991,0,0,0,1,0,0,3
25992,3,2,0,0,2,0,7
25993,0,0,0,0,0,1,3
25994,1,0,0,0,0,0,3
25995,0,1,1,0,0,0,3
25996,2,0,0,0,0,0,4
25997,0,0,0,0,0,0,1
25998,1,1,0,1,0,0,4
25999,0,0,0,0,0,0,1
26000,4,0,3,0,0,0,8
26001,0,5,0,0,4,0,6
26002,1,0,0,0,0,0,2
26003,0,0,0,0,0,0,1
26004,2,1,0,0,0,1,5
26005,0,0,1,1,0,0,3
26006,1,0,0,0,0,0,2
26007,0,1,0,0,0,0,2
26008,3,0,0,0,0,0,4
26009,0,0,0,0,0,0,2
26010,1,2,1,0,2,0,6
26011,0,0,0,0,0,0,3
26012,2,0,0,1,0,0,4
26013,0,1,0,0,0,0,4
26014,1,0,0,0,0,0,2
26015,0,0,1,0,0,2,4
26016,5,1,0,0,0,0,7
26017,0,0,0,0,0,0,1
26018,1,0,0,0,0,0,2
26019,0,2,0,2,2,0,5
26020,2,0,1,0,0,0,4
26021,0,0,0,0,0,0,1
26022,1,1,0,0,0,0,3
26023,0,0,0,0,0,0,2
26024,3,0,0,0,0,0,4
26025,0,1,2,0,0,0,4
26026,1,0,0,1,0,1,5
26027,0,0,0,0,0,0,2
26028,2,3,0,0,2,0,6
26029,0,0,0,0,0,0,1
26030,1,0,1,0,0,0,4
26031,0,1,0,0,0,0,2
26032,4,0,0,0,0,0,5
26033,0,0,0,1,0,0,2
26034,1,1,0,0,0,0,3
26035,0,0,1,0,0,0,3
26036,2,0,0,0,0,0,4
26037,0,2,0,0,2,1,4
26038,1,0,0,0,0,0,3
26039,0,0,0,0,0,0,2
26040,3,1,1,1,0,0,7
26041,0,0,0,0,0,0,1
26042,1,0,0,0,0,0,3
26043,0,1,0,0,0,0,2
26044,2,0,0,0,0,0,4
26045,0,0,1,0,0,0,2
26046,1,2,0,0,2,0,4
26047,0,0,0,1,0,0,3
26048,6,0,0,0,0,1,8
26049,0,1,0,0,0,0,3
26050,1,0,2,0,0,0,4
26051,0,0,0,0,0,0,2
26052,2,1,0,0,0,0,5
26053,0,0,0,0,0,0,1
26054,1,0,0,1,0,0,3
26055,0,3,1,0,2,0,5
26056,3,0,0,0,0,0,4
26057,0,0,0,0,0,0,2
26058,1,1,0,0,0,0,4
26059,0,0,0,0,0,1,3
26060,2,0,1,0,0,0,4
26061,0,1,0,1,0,0,4
26062,1,0,0,0,0,0,3
26063,0,0,0,0,0,0,2
26064,4,2,0,0,2,0,7
26065,0,0,1,0,0,0,3
26066,1,0,0,0,0,0,2
26067,0,1,0,0,0,0,2
26068,2,0,0,3,0,0,6
26069,0,0,0,0,0,0,2
26070,1,1,1,0,0,1,5
26071,0,0,0,0,0,0,3
26072,3,0,0,0,0,0,4
26073,0,2,0,0,2,0,3
26074,1,0,0,0,0,0,2
26075,0,0,2,1,0,0,4
26076,2,1,0,0,0,0,5
26077,0,0,0,0,0,0,2
26078,1,0,0,0,0,0,4
26079,0,1,0,0,0,0,2
26080,5,0,1,0,0,0,7
26081,0,0,0,0,0,1,2
26082,1,4,0,1,4,0,7
26083,0,0,0,0,0,0,1
26084,2,0,0,0,0,0,3
26085,0,1,1,0,0,0,4
26086,1,0,0,0,0,0,2
26087,0,0,0,0,0,0,2
26088,3,1,0,0,0,0,5
26089,0,0,0,1,0,0,2
26090,1,0,1,0,0,0,3
26091,0,2,0,0,2,0,4
26092,2,0,0,0,0,1,4
26093,0,0,0,0,0,0,2
26094,1,1,0,0,0,0,3
26095,0,0,1,0,0,0,3
26096,4,0,0,1,0,0,6
26097,0,1,0,0,0,0,2
26098,1,0,0,0,0,0,2
26099,0,0,0,0,0,0,1
26100,2,2,2,0,2,0,7
26101,0,0,0,0,0,0,2
26102,1,0,0,0,0,0,3
26103,0,1,0,1,0,1,4
26104,3,0,0,0,0,0,5
26105,0,0,1,0,0,0,3
26106,1,1,0,0,0,0,4
26107,0,0,0,0,0,0,1
26108,2,0,0,0,0,0,4
26109,0,3,0,0,2,0,4
26110,1,0,1,1,0,0,4
26111,0,0,0,0,0,0,1
26112,9,1,0,0,0,0,11
26113,0,0,0,0,0,0,1
26114,1,0,0,0,0,1,3
26115,0,1,1,0,0,0,3
26116,2,0,0,0,0,0,3
26117,0,0,0,2,0,0,4
26118,1,2,0,0,2,0,4
26119,0,0,0,0,0,0,1
26120,3,0,1,0,0,0,5
26121,0,1,0,0,0,0,2
26122,1,0,0,0,0,0,3
26123,0,0,0,0,0,0,2
26124,2,1,0,1,0,0,5
26125,0,0,3,0,0,1,5
26126,1,0,0,0,0,0,2
26127,0,2,0,0,2,0,3
26128,4,0,0,0,0,0,6
26129,0,0,0,0,0,0,3
26130,1,1,1,0,0,0,5
26131,0,0,0,1,0,0,2
26132,2,0,0,0,0,0,4
26133,0,1,0,0,0,0,3
26134,1,0,0,0,0,0,3
26135,0,0,1,0,0,0,2
26136,3,3,0,0,2,2,8
26137,0,0,0,0,0,0,2
26138,1,0,0,1,0,0,3
26139,0,1,0,0,0,0,2
26140,2,0,1,0,0,0,4
26141,0,0,0,0,0,0,1
26142,1,1,0,0,0,0,3
26143,0,0,0,0,0,0,2
26144,5,0,0,0,0,0,7
26145,0,2,1,1,2,0,5
26146,1,0,0,0,0,0,3
26147,0,0,0,0,0,1,2
26148,2,1,0,0,0,0,4
26149,0,0,0,0,0,0,2
26150,1,0,2,0,0,0,4
26151,0,1,0,0,0,0,3
26152,3,0,0,1,0,0,5
26153,0,0,0,0,0,0,1
26154,1,2,0,0,2,0,4
26155,0,0,1,0,0,0,2
26156,2,0,0,0,0,0,4
26157,0,1,0,0,0,0,2
26158,1,0,0,0,0,1,4
26159,0,0,0,1,0,0,3
26160,4,1,1,0,0,0,7
26161,0,0,0,0,0,0,1
26162,1,0,0,0,0,0,3
26163,0,4,0,0,4,0,6
26164,2,0,0,0,0,0,4
26165,0,0,1,0,0,0,2
26166,1,1,0,2,0,0,5
26167,0,0,0,0,0,0,2
26168,3,0,0,0,0,0,4
26169,0,1,0,0,0,1,4
26170,1,0,1,0,0,0,3
26171,0,0,0,0,0,0,1
26172,2,2,0,0,2,0,5
26173,0,0,0,1,0,0,2
26174,1,0,0,0,0,0,3
26175,0,1,2,0,0,0,4
26176,6,0,0,0,0,0,7
26177,0,0,0,0,0,0,1
26178,1,1,0,0,0,0,3
26179,0,0,0,0,0,0,2
26180,2,0,1,1,0,1,6
26181,0,2,0,0,2,0,3
26182,1,0,0,0,0,0,4
26183,0,0,0,0,0,0,1
26184,3,1,0,0,0,0,5
26185,0,0,1,0,0,0,2
26186,1,0,0,0,0,0,2
26187,0,1,0,1,0,0,4
26188,2,0,0,0,0,0,3
26189,0,0,0,0,0,0,1
26190,1,3,1,0,2,0,6
26191,0,0,0,0,0,1,2
26192,4,0,0,0,0,0,5
26193,0,1,0,0,0,0,2
26194,1,0,0,1,0,0,3
26195,0,0,1,0,0,0,4
26196,2,1,0,0,0,0,5
26197,0,0,0,0,0,0,3
26198,1,0,0,0,0,0,2
26199,0,2,0,0,2,0,4
26200,3,0,2,0,0,0,6
26201,0,0,0,1,0,0,3
26202,1,1,0,0,0,1,4
26203,0,0,0,0,0,0,1
26204,2,0,0,0,0,0,3
26205,0,1,1,0,0,0,3
26206,1,0,0,0,0,0,2
26207,0,0,0,0,0,0,2
26208,5,2,0,1,2,0,9
26209,0,0,0,0,0,0,1
26210,1,0,1,0,0,0,3
26211,0,1,0,0,0,0,2
26212,2,0,0,0,0,0,3
26213,0,0,0,0,0,1,2
26214,1,1,0,0,0,0,4
26215,0,0,1,2,0,0,4
26216,3,0,0,0,0,0,5
26217,0,3,0,0,2,0,4
26218,1,0,0,0,0,0,2
26219,0,0,0,0,0,0,2
26220,2,1,1,0,0,0,6
26221,0,0,0,0,0,0,2
26222,1,0,0,1,0,0,3
26223,0,1,0,0,0,0,2
26224,4,0,0,0,0,1,6
26225,0,0,2,0,0,0,3
26226,1,2,0,0,2,0,5
26227,0,0,0,0,0,0,1
26228,2,0,0,0,0,0,4
26229,0,1,0,1,0,0,3
26230,1,0,1,0,0,0,4
26231,0,0,0,0,0,0,2
26232,3,1,0,0,0,0,5
26233,0,0,0,0,0,0,2
26234,1,0,0,0,0,0,3
26235,0,2,1,0,2,1,5
26236,2,0,0,1,0,0,4
26237,0,0,0,0,0,0,1
26238,1,1,0,0,0,0,3
26239,0,0,0,0,0,0,2
26240,7,0,1,0,0,0,9
26241,0,1,0,0,0,0,2
26242,1,0,0,0,0,0,2
26243,0,0,0,1,0,0,3
26244,2,8,0,0,8,0,10
26245,0,0,1,0,0,0,3
26246,1,0,0,0,0,1,3
26247,0,1,0,0,0,0,3
26248,3,0,0,0,0,0,5
26249,0,0,0,0,0,0,1
26250,1,1,4,1,0,0,7
26251,0,0,0,0,0,0,1
26252,2,0,0,0,0,0,3
26253,0,2,0,0,2,0,3
26254,1,0,0,0,0,0,2
26255,0,0,1,0,0,0,3
26256,4,1,0,0,0,0,6
26257,0,0,0,1,0,2,4
26258,1,0,0,0,0,0,3
26259,0,1,0,0,0,0,2
26260,2,0,1,0,0,0,5
26261,0,0,0,0,0,0,1
26262,1,2,0,0,2,0,4
26263,0,0,0,0,0,0,1
26264,3,0,0,2,0,0,6
26265,0,1,1,0,0,0,4
26266,1,0,0,0,0,0,3
26267,0,0,0,0,0,0,1
26268,2,1,0,0,0,1,5
26269,0,0,0,0,0,0,2
26270,1,0,1,0,0,0,4
26271,0,3,0,1,2,0,5
26272,5,0,0,0,0,0,6
26273,0,0,0,0,0,0,3
26274,1,1,0,0,0,0,4
26275,0,0,2,0,0,0,3
26276,2,0,0,0,0,0,3
26277,0,1,0,0,0,0,3
26278,1,0,0,1,0,0,3
26279,0,0,0,0,0,1,2
26280,3,2,1,0,2,0,7
26281,0,0,0,0,0,0,2
26282,1,0,0,0,0,0,3
26283,0,1,0,0,0,0,2
26284,2,0,0,0,0,0,3
26285,0,0,1,1,0,0,3
26286,1,1,0,0,0,0,4
26287,0,0,0,0,0,0,2
26288,4,0,0,0,0,0,6
26289,0,2,0,0,2,0,4
26290,1,0,1,0,0,1,4
26291,0,0,0,0,0,0,2
26292,2,1,0,1,0,0,5
26293,0,0,0,0,0,0,1
26294,1,0,0,0,0,0,2
26295,0,1,1,0,0,0,3
26296,3,0,0,0,0,0,5
26297,0,0,0,0,0,0,1
26298,1,3,0,0,2,0,5
26299,0,0,0,1,0,0,4
26300,2,0,2,0,0,0,5
26301,0,1,0,0,0,1,3
26302,1,0,0,0,0,0,2
26303,0,0,0,0,0,0,2
26304,6,1,0,0,0,0,8
26305,0,0,1,0,0,0,2
26306,1,0,0,1,0,0,3
26307,0,2,0,0,2,0,4
26308,2,0,0,0,0,0,3
26309,0,0,0,0,0,0,1
26310,1,1,1,0,0,0,4
26311,0,0,0,0,0,0,2
26312,3,0,0,0,0,1,6
26313,0,1,0,2,0,0,4
26314,1,0,0,0,0,0,3
26315,0,0,1,0,0,0,3
26316,2,2,0,0,2,0,6
26317,0,0,0,0,0,0,1
26318,1,0,0,0,0,0,2
26319,0,1,0,0,0,0,3
26320,4,0,1,1,0,0,7
26321,0,0,0,0,0,0,1
26322,1,1,0,0,0,0,4
26323,0,0,0,0,0,1,2
26324,2,0,0,0,0,0,3
26325,0,4,2,0,4,0,7
26326,1,0,0,0,0,0,2
26327,0,0,0,1,0,0,2
26328,3,1,0,0,0,0,5
26329,0,0,0,0,0,0,2
26330,1,0,1,0,0,0,3
26331,0,1,0,0,0,0,3
26332,2,0,0,0,0,0,4
26333,0,0,0,0,0,0,2
26334,1,2,0,1,2,1,6
26335,0,0,1,0,0,0,3
26336,5,0,0,0,0,0,6
26337,0,1,0,0,0,0,2
26338,1,0,0,0,0,0,3
26339,0,0,0,0,0,0,1
26340,2,1,1,0,0,0,5
26341,0,0,0,1,0,0,3
26342,1,0,0,0,0,0,2
26343,0,2,0,0,2,0,3
26344,3,0,0,0,0,0,5
26345,0,0,1,0,0,1,3
26346,1,1,0,0,0,0,3
26347,0,0,0,0,0,0,1
26348,2,0,0,1,0,0,4
26349,0,1,0,0,0,0,2
26350,1,0,2,0,0,0,5
26351,0,0,0,0,0,0,2
26352,4,3,0,0,2,0,8
26353,0,0,0,0,0,0,3
26354,1,0,0,0,0,0,2
26355,0,1,1,1,0,0,4
26356,2,0,0,0,0,1,4
26357,0,0,0,0,0,0,1
26358,1,1,0,0,0,0,4
26359,0,0,0,0,0,0,2
26360,3,0,1,0,0,0,5
26361,0,2,0,0,2,0,4
26362,1,0,0,2,0,0,4
26363,0,0,0,0,0,0,2
26364,2,1,0,0,0,0,6
26365,0,0,1,0,0,0,2
26366,1,0,0,0,0,0,2
26367,0,1,0,0,0,1,4
26368,8,0,0,0,0,0,9
26369,0,0,0,1,0,0,2
26370,1,2,1,0,2,0,5
26371,0,0,0,0,0,0,1
26372,2,0,0,0,0,0,4
26373,0,1,0,0,0,0,3
26374,1,0,0,0,0,0,2
26375,0,0,3,0,0,0,4
26376,3,1,0,1,0,0,6
26377,0,0,0,0,0,0,2
26378,1,0,0,0,0,2,4
26379,0,3,0,0,2,0,4
26380,2,0,1,0,0,0,4
26381,0,0,0,0,0,0,3
26382,1,1,0,0,0,0,3
26383,0,0,0,1,0,0,2
26384,4,0,0,0,0,0,6
26385,0,1,1,0,0,0,3
26386,1,0,0,0,0,0,3
26387,0,0,0,0,0,0,1
26388,2,2,0,0,2,0,5
26389,0,0,0,0,0,1,2
26390,1,0,1,1,0,0,5
26391,0,1,0,0,0,0,3
26392,3,0,0,0,0,0,4
26393,0,0,0,0,0,0,1
26394,1,1,0,0,0,0,4
26395,0,0,1,0,0,0,2
26396,2,0,0,0,0,0,3
26397,0,2,0,1,2,0,4
26398,1,0,0,0,0,0,3
26399,0,0,0,0,0,0,1
26400,5,1,2,0,0,1,9
26401,0,0,0,0,0,0,2
26402,1,0,0,0,0,0,3
26403,0,1,0,0,0,0,3
26404,2,0,0,1,0,0,5
26405,0,0,1,0,0,0,2
26406,1,4,0,0,4,0,6
26407,0,0,0,0,0,0,1
26408,3,0,0,0,0,0,4
26409,0,1,0,0,0,0,2
26410,1,0,1,0,0,0,4
26411,0,0,0,4,0,1,5
26412,2,1,0,0,0,0,5
26413,0,0,0,0,0,0,2
26414,1,0,0,0,0,0,3
26415,0,2,1,0,2,0,4
26416,4,0,0,0,0,0,6
26417,0,0,0,0,0,0,1
26418,1,1,0,1,0,0,5
26419,0,0,0,0,0,0,2
26420,2,0,1,0,0,0,4
26421,0,1,0,0,0,0,2
26422,1,0,0,0,0,1,3
26423,0,0,0,0,0,0,1
26424,3,2,0,0,2,0,6
26425,0,0,2,1,0,0,4
26426,1,0,0,0,0,0,3
26427,0,1,0,0,0,0,3
26428,2,0,0,0,0,0,3
26429,0,0,0,0,0,0,3
26430,1,1,1,0,0,0,4
26431,0,0,0,0,0,0,1
26432,6,0,0,1,0,0,8
26433,0,3,0,0,2,1,5
26434,1,0,0,0,0,0,2
26435,0,0,1,0,0,0,3
26436,2,1,0,0,0,0,4
26437,0,0,0,0,0,0,1
26438,1,0,0,0,0,0,2
26439,0,1,0,1,0,0,3
26440,3,0,1,0,0,0,5
26441,0,0,0,0,0,0,2
26442,1,2,0,0,2,0,5
26443,0,0,0,0,0,0,2
26444,2,0,0,0,0,1,4
26445,0,1,1,0,0,0,4
26446,1,0,0,1,0,0,3
26447,0,0,0,0,0,0,2
26448,4,1,0,0,0,0,7
26449,0,0,0,0,0,0,1
26450,1,0,2,0,0,0,5
26451,0,2,0,0,2,0,3
26452,2,0,0,0,0,0,4
26453,0,0,0,1,0,0,2
26454,1,1,0,0,0,0,3
26455,0,0,1,0,0,1,4
26456,3,0,0,0,0,0,4
26457,0,1,0,0,0,0,2
26458,1,0,0,0,0,0,2
26459,0,0,0,0,0,0,1
26460,2,3,1,2,2,0,8
26461,0,0,0,0,0,0,2
26462,1,0,0,0,0,0,3
26463,0,1,0,0,0,0,2
26464,5,0,0,0,0,0,6
26465,0,0,1,0,0,0,3
26466,1,1,0,0,0,1,4
26467,0,0,0,1,0,0,3
26468,2,0,0,0,0,0,4
26469,0,2,0,0,2,0,4
26470,1,0,1,0,0,0,3
26471,0,0,0,0,0,0,2
26472,3,1,0,0,0,0,5
26473,0,0,0,0,0,0,2
26474,1,0,0,1,0,0,4
26475,0,1,2,0,0,0,4
26476,2,0,0,0,0,0,3
26477,0,0,0,0,0,1,3
26478,1,2,0,0,2,0,4
26479,0,0,0,0,0,0,1
26480,4,0,1,0,0,0,6
26481,0,1,0,1,0,0,4
26482,1,0,0,0,0,0,2
26483,0,0,0,0,0,0,2
26484,2,1,0,0,0,0,4
26485,0,0,1,0,0,0,2
26486,1,0,0,0,0,0,4
26487,0,5,0,0,4,0,6
26488,3,0,0,1,0,1,6
26489,0,0,0,0,0,0,1
26490,1,1,1,0,0,0,4
26491,0,0,0,0,0,0,2
26492,2,0,0,0,0,0,4
26493,0,1,0,0,0,0,2
26494,1,0,0,0,0,0,3
26495,0,0,1,1,0,0,3
26496,7,2,0,0,2,0,10
26497,0,0,0,0,0,0,1
26498,1,0,0,0,0,0,2
26499,0,1,0,0,0,2,4
26500,2,0,3,0,0,0,6
26501,0,0,0,0,0,0,1
26502,1,1,0,1,0,0,4
26503,0,0,0,0,0,0,2
26504,3,0,0,0,0,0,4
26505,0,2,1,0,2,0,5
26506,1,0,0,0,0,0,3
26507,0,0,0,0,0,0,2
26508,2,1,0,0,0,0,5
26509,0,0,0,2,0,0,3
26510,1,0,1,0,0,1,4
26511,0,1,0,0,0,0,2
26512,4,0,0,0,0,0,5
26513,0,0,0,0,0,0,1
26514,1,3,0,0,2,0,5
26515,0,0,1,0,0,0,2
26516,2,0,0,1,0,0,4
26517,0,1,0,0,0,0,2
26518,1,0,0,0,0,0,2
26519,0,0,0,0,0,0,2
26520,3,1,1,0,0,0,7
26521,0,0,0,0,0,1,2
26522,1,0,0,0,0,0,3
26523,0,2,0,1,2,0,4
26524,2,0,0,0,0,0,4
26525,0,0,2,0,0,0,3
26526,1,1,0,0,0,0,3
26527,0,0,0,0,0,0,2
26528,5,0,0,0,0,0,6
26529,0,1,0,0,0,0,3
26530,1,0,1,1,0,0,4
26531,0,0,0,0,0,0,2
26532,2,2,0,0,2,1,6
26533,0,0,0,0,0,0,3
26534,1,0,0,0,0,0,2
26535,0,1,1,0,0,0,4
26536,3,0,0,0,0,0,5
26537,0,0,0,1,0,0,3
26538,1,1,0,0,0,0,3
26539,0,0,0,0,0,0,1
26540,2,0,1,0,0,0,4
26541,0,3,0,0,2,0,4
26542,1,0,0,0,0,0,3
26543,0,0,0,0,0,1,3
26544,4,1,0,1,0,0,7
26545,0,0,1,0,0,0,2
26546,1,0,0,0,0,0,3
26547,0,1,0,0,0,0,2
26548,2,0,0,0,0,0,3
26549,0,0,0,0,0,0,2
26550,1,2,2,0,2,0,6
26551,0,0,0,1,0,0,2
26552,3,0,0,0,0,0,4
26553,0,1,0,0,0,0,3
26554,1,0,0,0,0,1,4
26555,0,0,1,0,0,0,3
26556,2,1,0,0,0,0,4
26557,0,0,0,0,0,0,1
26558,1,0,0,2,0,0,4
26559,0,2,0,0,2,0,4
26560,6,0,1,0,0,0,8
26561,0,0,0,0,0,0,1
26562,1,1,0,0,0,0,4
26563,0,0,0,0,0,0,2
26564,2,0,0,0,0,0,4
26565,0,1,1,1,0,1,5
26566,1,0,0,0,0,0,3
26567,0,0,0,0,0,0,2
26568,3,4,0,0,4,0,8
26569,0,0,0,0,0,0,2
26570,1,0,1,0,0,0,3
26571,0,1,0,0,0,0,3
26572,2,0,0,1,0,0,5
26573,0,0,0,0,0,0,1
26574,1,1,0,0,0,0,4
26575,0,0,2,0,0,0,3
26576,4,0,0,0,0,1,6
26577,0,2,0,0,2,0,3
26578,1,0,0,0,0,0,3
26579,0,0,0,1,0,0,2
26580,2,1,1,0,0,0,5
26581,0,0,0,0,0,0,2
26582,1,0,0,0,0,0,2
26583,0,1,0,0,0,0,2
26584,3,0,0,0,0,0,4
26585,0,0,1,0,0,0,3
26586,1,2,0,1,2,0,5
26587,0,0,0,0,0,1,2
26588,2,0,0,0,0,0,5
26589,0,1,0,0,0,0,2
26590,1,0,1,0,0,0,3
26591,0,0,0,0,0,0,1
26592,5,1,0,0,0,0,7
26593,0,0,0,1,0,0,3
26594,1,0,0,0,0,0,2
26595,0,3,1,0,2,0,5
26596,2,0,0,0,0,0,4
26597,0,0,0,0,0,0,1
26598,1,1,0,0,0,1,5
26599,0,0,0,0,0,0,2
26600,3,0,2,1,0,0,7
26601,0,1,0,0,0,0,2
26602,1,0,0,0,0,0,3
26603,0,0,0,0,0,0,2
26604,2,2,0,0,2,0,5
26605,0,0,1,0,0,0,3
26606,1,0,0,0,0,0,3
26607,0,1,0,2,0,0,4
26608,4,0,0,0,0,0,5
26609,0,0,0,0,0,1,3
26610,1,1,1,0,0,0,4
26611,0,0,0,0,0,0,3
26612,2,0,0,0,0,0,3
26613,0,2,0,0,2,0,3
26614,1,0,0,1,0,0,3
26615,0,0,1,0,0,0,2
26616,3,1,0,0,0,0,5
26617,0,0,0,0,0,0,2
26618,1,0,0,0,0,0,2
26619,0,1,0,0,0,0,3
26620,2,0,1,0,0,3,6
26621,0,0,0,1,0,0,2
26622,1,3,0,0,2,0,6
26623,0,0,0,0,0,0,2
26624,11,0,0,0,0,0,12
26625,0,1,3,0,0,0,5
26626,1,0,0,0,0,0,2
26627,0,0,0,0,0,0,1
26628,2,1,0,1,0,0,5
26629,0,0,0,0,0,0,2
26630,1,0,1,0,0,0,3
26631,0,2,0,0,2,1,4
26632,3,0,0,0,0,0,4
26633,0,0,0,0,0,0,1
26634,1,1,0,0,0,0,4
26635,0,0,1,1,0,0,3
26636,2,0,0,0,0,0,3
26637,0,1,0,0,0,0,3
26638,1,0,0,0,0,0,3
26639,0,0,0,0,0,0,2
26640,4,2,1,0,2,0,8
26641,0,0,0,0,0,0,1
26642,1,0,0,1,0,1,4
26643,0,1,0,0,0,0,3
26644,2,0,0,0,0,0,3
26645,0,0,1,0,0,0,3
26646,1,1,0,0,0,0,3
26647,0,0,0,0,0,0,1
26648,3,0,0,0,0,0,4
26649,0,4,0,1,4,0,6
26650,1,0,2,0,0,0,5
26651,0,0,0,0,0,0,2
26652,2,1,0,0,0,0,4
26653,0,0,0,0,0,1,2
26654,1,0,0,0,0,0,2
26655,0,1,1,0,0,0,3
26656,5,0,0,2,0,0,8
26657,0,0,0,0,0,0,3
26658,1,2,0,0,2,0,4
26659,0,0,0,0,0,0,2
26660,2,0,1,0,0,0,5
26661,0,1,0,0,0,0,2
26662,1,0,0,0,0,0,2
26663,0,0,0,1,0,0,3
26664,3,1,0,0,0,1,6
26665,0,0,1,0,0,0,2
26666,1,0,0,0,0,0,3
26667,0,2,0,0,2,0,3
26668,2,0,0,0,0,0,4
26669,0,0,0,0,0,0,1
26670,1,1,1,1,0,0,5
26671,0,0,0,0,0,0,2
26672,4,0,0,0,0,0,5
26673,0,1,0,0,0,0,3
26674,1,0,0,0,0,0,2
26675,0,0,2,0,0,1,4
26676,2,3,0,0,2,0,7
26677,0,0,0,1,0,0,3
26678,1,0,0,0,0,0,2
26679,0,1,0,0,0,0,2
26680,3,0,1,0,0,0,6
26681,0,0,0,0,0,0,1
26682,1,1,0,0,0,0,3
26683,0,0,0,0,0,0,1
26684,2,0,0,1,0,0,4
26685,0,2,1,0,2,0,4
26686,1,0,0,0,0,1,3
26687,0,0,0,0,0,0,1
26688,6,1,0,0,0,0,8
26689,0,0,0,0,0,0,2
26690,1,0,1,0,0,0,4
26691,0,1,0,1,0,0,4
26692,2,0,0,0,0,0,3
26693,0,0,0,0,0,0,1
26694,1,2,0,0,2,0,4
26695,0,0,1,0,0,0,3
26696,3,0,0,0,0,0,5
26697,0,1,0,0,0,1,3
26698,1,0,0,1,0,0,3
26699,0,0,0,0,0,0,1
26700,2,1,2,0,0,0,6
26701,0,0,0,0,0,0,1
26702,1,0,0,0,0,0,4
26703,0,3,0,0,2,0,5
26704,4,0,0,0,0,0,5
26705,0,0,1,2,0,0,4
26706,1,1,0,0,0,0,3
26707,0,0,0,0,0,0,2
26708,2,0,0,0,0,1,4
26709,0,1,0,0,0,0,3
26710,1,0,1,0,0,0,3
26711,0,0,0,0,0,0,1
26712,3,2,0,1,2,0,7
26713,0,0,0,0,0,0,1
26714,1,0,0,0,0,0,4
26715,0,1,1,0,0,0,4
26716,2,0,0,0,0,0,3
26717,0,0,0,0,0,0,1
26718,1,1,0,0,0,0,4
26719,0,0,0,1,0,1,3
26720,5,0,1,0,0,0,7
26721,0,2,0,0,2,0,3
26722,1,0,0,0,0,0,3
26723,0,0,0,0,0,0,1
