n,Omega_2,Omega_3,Omega_5,Omega_7,Omega_9,Omega_11,Omega_total
95639,0,0,0,0,0,0,2
95640,3,1,1,0,0,0,6
95641,0,0,0,1,0,0,3
95642,1,0,0,0,0,0,4
95643,0,2,0,0,2,0,3
95644,2,0,0,0,0,0,3
95645,0,0,1,0,0,1,4
95646,1,1,0,0,0,0,4
95647,0,0,0,0,0,0,2
95648,5,0,0,2,0,0,8
95649,0,1,0,0,0,0,2
95650,1,0,2,0,0,0,4
95651,0,0,0,0,0,0,1
95652,2,2,0,0,2,0,5
95653,0,0,0,0,0,0,2
95654,1,0,0,0,0,0,4
95655,0,1,1,1,0,0,4
95656,3,0,0,0,0,1,5
95657,0,0,0,0,0,0,2
95658,1,1,0,0,0,0,4
95659,0,0,0,0,0,0,3
95660,2,0,1,0,0,0,4
95661,0,4,0,0,4,0,5
95662,1,0,0,1,0,0,3
95663,0,0,0,0,0,0,2
95664,4,1,0,0,0,0,6
95665,0,0,1,0,0,0,4
95666,1,0,0,0,0,0,3
95667,0,1,0,0,0,1,4
95668,2,0,0,0,0,0,3
95669,0,0,0,1,0,0,3
95670,1,2,1,0,2,0,5
95671,0,0,0,0,0,0,2
95672,3,0,0,0,0,0,4
95673,0,1,0,0,0,0,2
95674,1,0,0,0,0,0,2
95675,0,0,2,0,0,0,4
95676,2,1,0,1,0,0,6
95677,0,0,0,0,0,0,2
95678,1,0,0,0,0,1,3
95679,0,2,0,0,2,0,3
95680,6,0,1,0,0,0,9
95681,0,0,0,0,0,0,2
95682,1,1,0,0,0,0,4
95683,0,0,0,1,0,0,2
95684,2,0,0,0,0,0,4
95685,0,1,1,0,0,0,3
95686,1,0,0,0,0,0,2
95687,0,0,0,0,0,0,2
95688,3,3,0,0,2,0,7
95689,0,0,0,0,0,1,2
95690,1,0,1,1,0,0,4
95691,0,1,0,0,0,0,3
95692,2,0,0,0,0,0,4
95693,0,0,0,0,0,0,3
95694,1,1,0,0,0,0,4
95695,0,0,1,0,0,0,2
95696,4,0,0,0,0,0,5
95697,0,2,0,3,2,0,6
95698,1,0,0,0,0,0,3
95699,0,0,0,0,0,0,2
95700,2,1,2,0,0,1,7
95701,0,0,0,0,0,0,1
95702,1,0,0,0,0,0,3
95703,0,1,0,0,0,0,4
95704,3,0,0,1,0,0,5
95705,0,0,1,0,0,0,2
95706,1,2,0,0,2,0,5
95707,0,0,0,0,0,0,1
95708,2,0,0,0,0,0,4
95709,0,1,0,0,0,0,3
95710,1,0,1,0,0,0,4
95711,0,0,0,1,0,2,4
95712,5,1,0,0,0,0,7
95713,0,0,0,0,0,0,1
95714,1,0,0,0,0,0,2
95715,0,3,1,0,2,0,5
95716,2,0,0,0,0,0,3
95717,0,0,0,0,0,0,1
95718,1,1,0,1,0,0,5
95719,0,0,0,0,0,0,3
95720,3,0,1,0,0,0,5
95721,0,1,0,0,0,0,2
95722,1,0,0,0,0,1,4
95723,0,0,0,0,0,0,1
95724,2,2,0,0,2,0,5
95725,0,0,2,1,0,0,4
95726,1,0,0,0,0,0,3
95727,0,1,0,0,0,0,3
95728,4,0,0,0,0,0,6
95729,0,0,0,0,0,0,2
95730,1,1,1,0,0,0,4
95731,0,0,0,0,0,0,1
95732,2,0,0,1,0,0,5
95733,0,2,0,0,2,1,4
95734,1,0,0,0,0,0,3
95735,0,0,1,0,0,0,3
95736,3,1,0,0,0,0,5
95737,0,0,0,0,0,0,1
95738,1,0,0,0,0,0,2
95739,0,1,0,1,0,0,4
95740,2,0,1,0,0,0,4
95741,0,0,0,0,0,0,2
95742,1,5,0,0,4,0,7
95743,0,0,0,0,0,0,2
95744,9,0,0,0,0,1,11
95745,0,1,1,0,0,0,4
95746,1,0,0,2,0,0,4
95747,0,0,0,0,0,0,1
95748,2,1,0,0,0,0,5
95749,0,0,0,0,0,0,3
95750,1,0,3,0,0,0,5
95751,0,2,0,0,2,0,3
95752,3,0,0,0,0,0,4
95753,0,0,0,1,0,0,2
95754,1,1,0,0,0,0,3
95755,0,0,1,0,0,1,3
95756,2,0,0,0,0,0,4
95757,0,1,0,0,0,0,3
95758,1,0,0,0,0,0,4
95759,0,0,0,0,0,0,2
95760,4,2,1,1,2,0,9
95761,0,0,0,0,0,0,3
95762,1,0,0,0,0,0,2
95763,0,1,0,0,0,0,3
95764,2,0,0,0,0,0,4
95765,0,0,1,0,0,0,3
95766,1,1,0,0,0,1,4
95767,0,0,0,1,0,0,2
95768,3,0,0,0,0,0,4
95769,0,3,0,0,2,0,4
95770,1,0,1,0,0,0,4
95771,0,0,0,0,0,0,3
95772,2,1,0,0,0,0,5
95773,0,0,0,0,0,0,1
95774,1,0,0,1,0,0,3
95775,0,1,2,0,0,0,4
95776,5,0,0,0,0,0,7
95777,0,0,0,0,0,1,2
95778,1,2,0,0,2,0,5
95779,0,0,0,0,0,0,3
95780,2,0,1,0,0,0,4
95781,0,1,0,1,0,0,3
95782,1,0,0,0,0,0,3
95783,0,0,0,0,0,0,1
95784,3,1,0,0,0,0,6
95785,0,0,1,0,0,0,2
95786,1,0,0,0,0,0,3
95787,0,2,0,0,2,0,4
95788,2,0,0,1,0,1,5
95789,0,0,0,0,0,0,1
95790,1,1,1,0,0,0,5
95791,0,0,0,0,0,0,1
95792,4,0,0,0,0,0,5
95793,0,1,0,0,0,0,3
95794,1,0,0,0,0,0,3
95795,0,0,1,2,0,0,5
95796,2,3,0,0,2,0,6
95797,0,0,0,0,0,0,2
95798,1,0,0,0,0,0,3
95799,0,1,0,0,0,1,3
95800,3,0,2,0,0,0,6
95801,0,0,0,0,0,0,1
95802,1,1,0,1,0,0,4
95803,0,0,0,0,0,0,1
95804,2,0,0,0,0,0,4
95805,0,2,1,0,2,0,4
95806,1,0,0,0,0,0,2
95807,0,0,0,0,0,0,2
95808,6,1,0,0,0,0,8
95809,0,0,0,1,0,0,2
95810,1,0,1,0,0,1,5
95811,0,1,0,0,0,0,3
95812,2,0,0,0,0,0,4
95813,0,0,0,0,0,0,1
95814,1,2,0,0,2,0,4
95815,0,0,1,0,0,0,2
95816,3,0,0,1,0,0,6
95817,0,1,0,0,0,0,4
95818,1,0,0,0,0,0,3
95819,0,0,0,0,0,0,1
95820,2,1,1,0,0,0,5
95821,0,0,0,0,0,1,3
95822,1,0,0,0,0,0,2
95823,0,4,0,1,4,0,7
95824,4,0,0,0,0,0,6
95825,0,0,2,0,0,0,3
95826,1,1,0,0,0,0,3
95827,0,0,0,0,0,0,2
95828,2,0,0,0,0,0,3
95829,0,1,0,0,0,0,3
95830,1,0,1,1,0,0,5
95831,0,0,0,0,0,0,2
95832,3,2,0,0,2,3,8
95833,0,0,0,0,0,0,2
95834,1,0,0,0,0,0,2
95835,0,1,1,0,0,0,3
95836,2,0,0,0,0,0,5
95837,0,0,0,1,0,0,2
95838,1,1,0,0,0,0,3
95839,0,0,0,0,0,0,2
95840,5,0,1,0,0,0,7
95841,0,2,0,0,2,0,4
95842,1,0,0,0,0,0,3
95843,0,0,0,0,0,1,2
95844,2,1,0,2,0,0,6
95845,0,0,1,0,0,0,3
95846,1,0,0,0,0,0,3
95847,0,1,0,0,0,0,3
95848,3,0,0,0,0,0,4
95849,0,0,0,0,0,0,3
95850,1,3,2,0,2,0,7
95851,0,0,0,1,0,0,2
95852,2,0,0,0,0,0,4
95853,0,1,0,0,0,0,3
95854,1,0,0,0,0,1,3
95855,0,0,1,0,0,0,3
95856,4,1,0,0,0,0,6
95857,0,0,0,0,0,0,1
95858,1,0,0,1,0,0,4
95859,0,2,0,0,2,0,3
95860,2,0,1,0,0,0,4
95861,0,0,0,0,0,0,2
95862,1,1,0,0,0,0,4
95863,0,0,0,0,0,0,2
95864,3,0,0,0,0,0,5
95865,0,1,1,1,0,1,5
95866,1,0,0,0,0,0,2
95867,0,0,0,0,0,0,2
95868,2,2,0,0,2,0,5
95869,0,0,0,0,0,0,1
95870,1,0,1,0,0,0,3
95871,0,1,0,0,0,0,2
95872,7,0,0,1,0,0,9
95873,0,0,0,0,0,0,1
95874,1,1,0,0,0,0,5
95875,0,0,3,0,0,0,5
95876,2,0,0,0,0,1,4
95877,0,3,0,0,2,0,5
95878,1,0,0,0,0,0,2
95879,0,0,0,1,0,0,2
95880,3,1,1,0,0,0,7
95881,0,0,0,0,0,0,1
95882,1,0,0,0,0,0,3
95883,0,1,0,0,0,0,3
95884,2,0,0,0,0,0,3
95885,0,0,1,0,0,0,3
95886,1,2,0,1,2,0,5
95887,0,0,0,0,0,1,3
95888,4,0,0,0,0,0,6
95889,0,1,0,0,0,0,2
95890,1,0,1,0,0,0,4
95891,0,0,0,0,0,0,1
95892,2,1,0,0,0,0,5
95893,0,0,0,2,0,0,4
95894,1,0,0,0,0,0,2
95895,0,2,1,0,2,0,4
95896,3,0,0,0,0,0,4
95897,0,0,0,0,0,0,2
95898,1,1,0,0,0,1,4
95899,0,0,0,0,0,0,2
95900,2,0,2,1,0,0,6
95901,0,1,0,0,0,0,3
95902,1,0,0,0,0,0,2
95903,0,0,0,0,0,0,2
95904,5,4,0,0,4,0,10
95905,0,0,1,0,0,0,2
95906,1,0,0,0,0,0,3
95907,0,1,0,1,0,0,3
95908,2,0,0,0,0,0,3
95909,0,0,0,0,0,1,2
95910,1,1,1,0,0,0,5
95911,0,0,0,0,0,0,1
95912,3,0,0,0,0,0,5
95913,0,2,0,0,2,0,3
95914,1,0,0,1,0,0,5
95915,0,0,1,0,0,0,2
95916,2,1,0,0,0,0,4
95917,0,0,0,0,0,0,1
95918,1,0,0,0,0,0,3
95919,0,1,0,0,0,0,2
95920,4,0,1,0,0,1,7
95921,0,0,0,1,0,0,3
95922,1,2,0,0,2,0,5
95923,0,0,0,0,0,0,1
95924,2,0,0,0,0,0,3
95925,0,1,2,0,0,0,4
95926,1,0,0,0,0,0,2
95927,0,0,0,0,0,0,3
95928,3,1,0,1,0,0,6
95929,0,0,0,0,0,0,1
95930,1,0,1,0,0,0,4
95931,0,3,0,0,2,1,6
95932,2,0,0,0,0,0,4
95933,0,0,0,0,0,0,3
95934,1,1,0,0,0,0,4
95935,0,0,1,1,0,0,3
95936,6,0,0,0,0,0,7
95937,0,1,0,0,0,0,3
95938,1,0,0,0,0,0,2
95939,0,0,0,0,0,0,2
95940,2,2,1,0,2,0,7
95941,0,0,0,0,0,0,2
95942,1,0,0,2,0,1,5
95943,0,1,0,0,0,0,2
95944,3,0,0,0,0,0,5
95945,0,0,1,0,0,0,3
95946,1,1,0,0,0,0,3
95947,0,0,0,0,0,0,1
95948,2,0,0,0,0,0,5
95949,0,2,0,1,2,0,4
95950,1,0,2,0,0,0,5
95951,0,0,0,0,0,0,2
95952,4,1,0,0,0,0,6
95953,0,0,0,0,0,2,4
95954,1,0,0,0,0,0,2
95955,0,1,1,0,0,0,3
95956,2,0,0,1,0,0,5
95957,0,0,0,0,0,0,1
95958,1,3,0,0,2,0,5
95959,0,0,0,0,0,0,1
95960,3,0,1,0,0,0,5
95961,0,1,0,0,0,0,3
95962,1,0,0,0,0,0,2
95963,0,0,0,1,0,0,2
95964,2,1,0,0,0,1,5
95965,0,0,1,0,0,0,3
95966,1,0,0,0,0,0,3
95967,0,2,0,0,2,0,3
95968,5,0,0,0,0,0,6
95969,0,0,0,0,0,0,2
95970,1,1,1,1,0,0,5
95971,0,0,0,0,0,0,1
95972,2,0,0,0,0,0,3
95973,0,1,0,0,0,0,2
95974,1,0,0,0,0,0,3
95975,0,0,2,0,0,1,4
95976,3,2,0,0,2,0,7
95977,0,0,0,1,0,0,2
95978,1,0,0,0,0,0,3
95979,0,1,0,0,0,0,4
95980,2,0,1,0,0,0,4
95981,0,0,0,0,0,0,2
95982,1,1,0,0,0,0,4
95983,0,0,0,0,0,0,2
95984,4,0,0,1,0,0,6
95985,0,5,1,0,4,0,7
95986,1,0,0,0,0,1,3
95987,0,0,0,0,0,0,1
95988,2,1,0,0,0,0,5
95989,0,0,0,0,0,0,1
95990,1,0,1,0,0,0,4
95991,0,1,0,2,0,0,4
95992,3,0,0,0,0,0,6
95993,0,0,0,0,0,0,2
95994,1,2,0,0,2,0,4
95995,0,0,1,0,0,0,3
95996,2,0,0,0,0,0,4
95997,0,1,0,0,0,1,3
95998,1,0,0,1,0,0,3
95999,0,0,0,0,0,0,2
96000,8,1,3,0,0,0,12
96001,0,0,0,0,0,0,1
96002,1,0,0,0,0,0,3
96003,0,2,0,0,2,0,3
96004,2,0,0,0,0,0,3
96005,0,0,1,1,0,0,4
96006,1,1,0,0,0,0,3
96007,0,0,0,0,0,0,3
96008,3,0,0,0,0,1,5
96009,0,1,0,0,0,0,2
96010,1,0,1,0,0,0,3
96011,0,0,0,0,0,0,2
96012,2,3,0,1,2,0,7
96013,0,0,0,0,0,0,1
96014,1,0,0,0,0,0,3
96015,0,1,1,0,0,0,4
96016,4,0,0,0,0,0,6
96017,0,0,0,0,0,0,1
96018,1,1,0,0,0,0,4
96019,0,0,0,1,0,1,4
96020,2,0,1,0,0,0,4
96021,0,2,0,0,2,0,4
96022,1,0,0,0,0,0,3
96023,0,0,0,0,0,0,2
96024,3,1,0,0,0,0,5
96025,0,0,2,0,0,0,4
96026,1,0,0,1,0,0,5
96027,0,1,0,0,0,0,2
96028,2,0,0,0,0,0,3
96029,0,0,0,0,0,0,2
96030,1,2,1,0,2,1,6
96031,0,0,0,0,0,0,3
96032,5,0,0,0,0,0,6
96033,0,1,0,1,0,0,4
96034,1,0,0,0,0,0,2
96035,0,0,1,0,0,0,2
96036,2,1,0,0,0,0,5
96037,0,0,0,0,0,0,2
96038,1,0,0,0,0,0,3
96039,0,3,0,0,2,0,4
96040,3,0,1,4,0,0,8
96041,0,0,0,0,0,1,2
96042,1,1,0,0,0,0,3
96043,0,0,0,0,0,0,1
96044,2,0,0,0,0,0,4
96045,0,1,1,0,0,0,4
96046,1,0,0,0,0,0,2
96047,0,0,0,1,0,0,2
96048,4,2,0,0,2,0,8
96049,0,0,0,0,0,0,2
96050,1,0,2,0,0,0,5
96051,0,1,0,0,0,0,3
96052,2,0,0,0,0,1,5
96053,0,0,0,0,0,0,1
96054,1,1,0,1,0,0,4
96055,0,0,1,0,0,0,2
96056,3,0,0,0,0,0,4
96057,0,2,0,0,2,0,4
96058,1,0,0,0,0,0,2
96059,0,0,0,0,0,0,1
96060,2,1,1,0,0,0,5
96061,0,0,0,1,0,0,2
96062,1,0,0,0,0,0,3
96063,0,1,0,0,0,1,4
96064,6,0,0,0,0,0,8
96065,0,0,1,0,0,0,2
96066,1,4,0,0,4,0,6
96067,0,0,0,0,0,0,2
96068,2,0,0,1,0,0,5
96069,0,1,0,0,0,0,3
96070,1,0,1,0,0,0,4
96071,0,0,0,0,0,0,2
96072,3,1,0,0,0,0,5
96073,0,0,0,0,0,0,2
96074,1,0,0,0,0,2,4
96075,0,2,2,1,2,0,6
96076,2,0,0,0,0,0,3
96077,0,0,0,0,0,0,2
96078,1,1,0,0,0,0,4
96079,0,0,0,0,0,0,1
96080,4,0,1,0,0,0,6
96081,0,1,0,0,0,0,2
96082,1,0,0,1,0,0,3
96083,0,0,0,0,0,0,3
96084,2,2,0,0,2,0,6
96085,0,0,1,0,0,1,3
96086,1,0,0,0,0,0,3
96087,0,1,0,0,0,0,2
96088,3,0,0,0,0,0,4
96089,0,0,0,2,0,0,4
96090,1,1,1,0,0,0,4
96091,0,0,0,0,0,0,2
96092,2,0,0,0,0,0,3
96093,0,3,0,0,2,0,4
96094,1,0,0,0,0,0,3
96095,0,0,1,0,0,0,2
96096,5,1,0,1,0,1,9
96097,0,0,0,0,0,0,1
96098,1,0,0,0,0,0,2
96099,0,1,0,0,0,0,3
96100,2,0,2,0,0,0,6
96101,0,0,0,0,0,0,2
96102,1,2,0,0,2,0,5
96103,0,0,0,1,0,0,2
96104,3,0,0,0,0,0,5
96105,0,1,1,0,0,0,4
96106,1,0,0,0,0,0,3
96107,0,0,0,0,0,1,2
96108,2,1,0,0,0,0,4
96109,0,0,0,0,0,0,2
96110,1,0,1,1,0,0,4
96111,0,2,0,0,2,0,4
96112,4,0,0,0,0,0,5
96113,0,0,0,0,0,0,2
96114,1,1,0,0,0,0,4
96115,0,0,1,0,0,0,3
96116,2,0,0,0,0,0,3
96117,0,1,0,1,0,0,4
96118,1,0,0,0,0,1,4
96119,0,0,0,0,0,0,2
96120,3,3,1,0,2,0,8
96121,0,0,0,0,0,0,2
96122,1,0,0,0,0,0,3
96123,0,1,0,0,0,0,3
96124,2,0,0,1,0,0,4
96125,0,0,3,0,0,0,4
96126,1,1,0,0,0,0,4
96127,0,0,0,0,0,0,2
96128,7,0,0,0,0,0,8
96129,0,2,0,0,2,1,4
96130,1,0,1,0,0,0,3
96131,0,0,0,1,0,0,3
96132,2,1,0,0,0,0,4
96133,0,0,0,0,0,0,2
96134,1,0,0,0,0,0,3
96135,0,1,1,0,0,0,5
96136,3,0,0,0,0,0,5
96137,0,0,0,0,0,0,1
96138,1,2,0,2,2,0,6
96139,0,0,0,0,0,0,2
96140,2,0,1,0,0,1,6
96141,0,1,0,0,0,0,3
96142,1,0,0,0,0,0,3
96143,0,0,0,0,0,0,2
96144,4,1,0,0,0,0,6
96145,0,0,1,1,0,0,4
96146,1,0,0,0,0,0,2
96147,0,4,0,0,4,0,5
96148,2,0,0,0,0,0,5
96149,0,0,0,0,0,0,1
96150,1,1,2,0,0,0,5
96151,0,0,0,0,0,1,2
96152,3,0,0,1,0,0,6
96153,0,1,0,0,0,0,2
96154,1,0,0,0,0,0,3
96155,0,0,1,0,0,0,2
96156,2,2,0,0,2,0,5
96157,0,0,0,0,0,0,1
96158,1,0,0,0,0,0,2
96159,0,1,0,1,0,0,4
96160,5,0,1,0,0,0,7
96161,0,0,0,0,0,0,3
96162,1,1,0,0,0,1,5
96163,0,0,0,0,0,0,3
96164,2,0,0,0,0,0,4
96165,0,2,1,0,2,0,4
96166,1,0,0,1,0,0,3
96167,0,0,0,0,0,0,1
96168,3,1,0,0,0,0,5
96169,0,0,0,0,0,0,2
96170,1,0,1,0,0,0,4
96171,0,1,0,0,0,0,2
96172,2,0,0,0,0,0,3
96173,0,0,0,1,0,1,3
96174,1,3,0,0,2,0,6
96175,0,0,2,0,0,0,3
96176,4,0,0,0,0,0,5
96177,0,1,0,0,0,0,2
96178,1,0,0,0,0,0,3
96179,0,0,0,0,0,0,1
96180,2,1,1,1,0,0,6
96181,0,0,0,0,0,0,1
96182,1,0,0,0,0,0,2
96183,0,2,0,0,2,0,3
96184,3,0,0,0,0,1,5
96185,0,0,1,0,0,0,2
96186,1,1,0,0,0,0,5
96187,0,0,0,2,0,0,4
96188,2,0,0,0,0,0,4
96189,0,1,0,0,0,0,2
96190,1,0,1,0,0,0,3
96191,0,0,0,0,0,0,2
96192,6,2,0,0,2,0,9
96193,0,0,0,0,0,0,3
96194,1,0,0,1,0,0,3
96195,0,1,1,0,0,2,5
96196,2,0,0,0,0,0,3
96197,0,0,0,0,0,0,3
96198,1,1,0,0,0,0,3
96199,0,0,0,0,0,0,1
96200,3,0,2,0,0,0,7
96201,0,3,0,1,2,0,5
96202,1,0,0,0,0,0,3
96203,0,0,0,0,0,0,2
96204,2,1,0,0,0,0,4
96205,0,0,1,0,0,0,3
96206,1,0,0,0,0,1,3
96207,0,1,0,0,0,0,2
96208,4,0,0,1,0,0,6
96209,0,0,0,0,0,0,3
96210,1,2,1,0,2,0,5
96211,0,0,0,0,0,0,1
96212,2,0,0,0,0,0,4
96213,0,1,0,0,0,0,3
96214,1,0,0,0,0,0,3
96215,0,0,1,1,0,0,3
96216,3,1,0,0,0,0,6
96217,0,0,0,0,0,1,2
96218,1,0,0,0,0,0,2
96219,0,2,0,0,2,0,3
96220,2,0,1,0,0,0,5
96221,0,0,0,0,0,0,1
96222,1,1,0,1,0,0,5
96223,0,0,0,0,0,0,1
96224,5,0,0,0,0,0,7
96225,0,1,2,0,0,0,4
96226,1,0,0,0,0,0,3
96227,0,0,0,0,0,0,2
96228,2,7,0,0,6,1,10
96229,0,0,0,1,0,0,3
96230,1,0,1,0,0,0,3
96231,0,1,0,0,0,0,2
96232,3,0,0,0,0,0,5
96233,0,0,0,0,0,0,1
96234,1,1,0,0,0,0,4
96235,0,0,1,0,0,0,3
96236,2,0,0,2,0,0,5
96237,0,2,0,0,2,0,5
96238,1,0,0,0,0,0,2
96239,0,0,0,0,0,1,3
96240,4,1,1,0,0,0,7
96241,0,0,0,0,0,0,2
96242,1,0,0,0,0,0,2
96243,0,1,0,1,0,0,3
96244,2,0,0,0,0,0,3
96245,0,0,1,0,0,0,2
96246,1,2,0,0,2,0,4
96247,0,0,0,0,0,0,2
96248,3,0,0,0,0,0,5
96249,0,1,0,0,0,0,2
96250,1,0,4,1,0,1,7
96251,0,0,0,0,0,0,2
96252,2,1,0,0,0,0,5
96253,0,0,0,0,0,0,2
96254,1,0,0,0,0,0,4
96255,0,3,1,0,2,0,6
96256,11,0,0,0,0,0,12
96257,0,0,0,1,0,0,2
96258,1,1,0,0,0,0,4
96259,0,0,0,0,0,0,1
96260,2,0,1,0,0,0,4
96261,0,1,0,0,0,1,3
96262,1,0,0,0,0,0,2
96263,0,0,0,0,0,0,1
96264,3,2,0,1,2,0,7
96265,0,0,1,0,0,0,3
96266,1,0,0,0,0,0,3
96267,0,1,0,0,0,0,2
96268,2,0,0,0,0,0,4
96269,0,0,0,0,0,0,1
96270,1,1,1,0,0,0,4
96271,0,0,0,1,0,0,3
96272,4,0,0,0,0,1,6
96273,0,2,0,0,2,0,4
96274,1,0,0,0,0,0,3
96275,0,0,2,0,0,0,3
96276,2,1,0,0,0,0,5
96277,0,0,0,0,0,0,2
96278,1,0,0,1,0,0,5
96279,0,1,0,0,0,0,3
96280,3,0,1,0,0,0,6
96281,0,0,0,0,0,0,1
96282,1,3,0,0,2,0,5
96283,0,0,0,0,0,1,2
96284,2,0,0,0,0,0,3
96285,0,1,1,2,0,0,5
96286,1,0,0,0,0,0,3
96287,0,0,0,0,0,0,2
96288,5,1,0,0,0,0,8
96289,0,0,0,0,0,0,1
96290,1,0,1,0,0,0,3
96291,0,2,0,0,2,0,4
96292,2,0,0,1,0,0,5
96293,0,0,0,0,0,0,1
96294,1,1,0,0,0,1,4
96295,0,0,1,0,0,0,2
96296,3,0,0,0,0,0,4
96297,0,1,0,0,0,0,2
96298,1,0,0,0,0,0,3
96299,0,0,0,1,0,0,2
96300,2,2,2,0,2,0,7
96301,0,0,0,0,0,0,3
96302,1,0,0,0,0,0,3
96303,0,1,0,0,0,0,3
96304,4,0,0,0,0,0,6
96305,0,0,1,0,0,1,4
96306,1,1,0,1,0,0,4
96307,0,0,0,0,0,0,2
96308,2,0,0,0,0,0,3
96309,0,4,0,0,4,0,6
96310,1,0,1,0,0,0,3
96311,0,0,0,0,0,0,3
96312,3,1,0,0,0,0,5
96313,0,0,0,1,0,0,2
96314,1,0,0,0,0,0,2
96315,0,1,1,0,0,0,3
96316,2,0,0,0,0,2,5
96317,0,0,0,0,0,0,3
96318,1,2,0,0,2,0,4
96319,0,0,0,0,0,0,2
96320,6,0,1,1,0,0,9
96321,0,1,0,0,0,0,3
96322,1,0,0,0,0,0,3
96323,0,0,0,0,0,0,1
96324,2,1,0,0,0,0,5
96325,0,0,2,0,0,0,3
96326,1,0,0,0,0,0,2
96327,0,2,0,1,2,1,5
96328,3,0,0,0,0,0,4
96329,0,0,0,0,0,0,1
96330,1,1,1,0,0,0,6
96331,0,0,0,0,0,0,1
96332,2,0,0,0,0,0,3
96333,0,1,0,0,0,0,3
96334,1,0,0,2,0,0,4
96335,0,0,1,0,0,0,2
96336,4,3,0,0,2,0,8
96337,0,0,0,0,0,0,1
96338,1,0,0,0,0,1,4
96339,0,1,0,0,0,0,3
96340,2,0,1,0,0,0,4
96341,0,0,0,1,0,0,2
96342,1,1,0,0,0,0,3
96343,0,0,0,0,0,0,2
96344,3,0,0,0,0,0,4
96345,0,2,1,0,2,0,4
96346,1,0,0,0,0,0,3
96347,0,0,0,0,0,0,3
96348,2,1,0,1,0,0,6
96349,0,0,0,0,0,1,3
96350,1,0,2,0,0,0,5
96351,0,1,0,0,0,0,2
96352,5,0,0,0,0,0,6
96353,0,0,0,0,0,0,1
96354,1,2,0,0,2,0,5
96355,0,0,1,1,0,0,3
96356,2,0,0,0,0,0,5
96357,0,1,0,0,0,0,2
96358,1,0,0,0,0,0,2
96359,0,0,0,0,0,0,2
96360,3,1,1,0,0,1,7
96361,0,0,0,0,0,0,2
96362,1,0,0,1,0,0,3
96363,0,3,0,0,2,0,5
96364,2,0,0,0,0,0,3
96365,0,0,1,0,0,0,2
96366,1,1,0,0,0,0,3
96367,0,0,0,0,0,0,2
96368,4,0,0,0,0,0,6
96369,0,1,0,1,0,0,4
96370,1,0,1,0,0,0,4
96371,0,0,0,0,0,1,2
96372,2,2,0,0,2,0,5
96373,0,0,0,0,0,0,2
96374,1,0,0,0,0,0,2
96375,0,1,3,0,0,0,5
96376,3,0,0,1,0,0,5
96377,0,0,0,0,0,0,1
96378,1,1,0,0,0,0,3
96379,0,0,0,0,0,0,2
96380,2,0,1,0,0,0,5
96381,0,2,0,0,2,0,3
96382,1,0,0,0,0,1,4
96383,0,0,0,3,0,0,4
96384,7,1,0,0,0,0,9
96385,0,0,1,0,0,0,3
96386,1,0,0,0,0,0,2
96387,0,1,0,0,0,0,4
96388,2,0,0,0,0,0,3
96389,0,0,0,0,0,0,2
96390,1,4,1,1,4,0,8
96391,0,0,0,0,0,0,2
96392,3,0,0,0,0,0,4
96393,0,1,0,0,0,1,4
96394,1,0,0,0,0,0,2
96395,0,0,1,0,0,0,3
96396,2,1,0,0,0,0,5
96397,0,0,0,1,0,0,3
96398,1,0,0,0,0,0,3
96399,0,2,0,0,2,0,3
96400,4,0,2,0,0,0,7
96401,0,0,0,0,0,0,1
96402,1,1,0,0,0,0,3
96403,0,0,0,0,0,0,2
96404,2,0,0,1,0,1,5
96405,0,1,1,0,0,0,3
96406,1,0,0,0,0,0,4
96407,0,0,0,0,0,0,3
96408,3,2,0,0,2,0,7
96409,0,0,0,0,0,0,2
96410,1,0,1,0,0,0,4
96411,0,1,0,1,0,0,3
96412,2,0,0,0,0,0,3
96413,0,0,0,0,0,0,2
96414,1,1,0,0,0,0,3
96415,0,0,1,0,0,1,3
96416,5,0,0,0,0,0,7
96417,0,3,0,0,2,0,4
96418,1,0,0,1,0,0,4
96419,0,0,0,0,0,0,1
96420,2,1,1,0,0,0,5
96421,0,0,0,0,0,0,2
96422,1,0,0,0,0,0,3
96423,0,1,0,0,0,0,2
96424,3,0,0,0,0,0,5
96425,0,0,2,1,0,0,5
96426,1,2,0,0,2,1,5
96427,0,0,0,0,0,0,2
96428,2,0,0,0,0,0,3
96429,0,1,0,0,0,0,2
96430,1,0,1,0,0,0,3
96431,0,0,0,0,0,0,1
96432,4,1,0,2,0,0,8
96433,0,0,0,0,0,0,2
96434,1,0,0,0,0,0,3
96435,0,2,1,0,2,0,4
96436,2,0,0,0,0,0,3
96437,0,0,0,0,0,2,3
96438,1,1,0,0,0,0,3
96439,0,0,0,1,0,0,3
96440,3,0,1,0,0,0,5
96441,0,1,0,0,0,0,4
96442,1,0,0,0,0,0,2
96443,0,0,0,0,0,0,1
96444,2,3,0,0,2,0,7
96445,0,0,1,0,0,0,2
96446,1,0,0,1,0,0,4
96447,0,1,0,0,0,0,3
96448,6,0,0,0,0,1,8
96449,0,0,0,0,0,0,2
96450,1,1,2,0,0,0,5
96451,0,0,0,0,0,0,1
96452,2,0,0,0,0,0,3
96453,0,2,0,1,2,0,4
96454,1,0,0,0,0,0,3
96455,0,0,1,0,0,0,3
96456,3,1,0,0,0,0,5
96457,0,0,0,0,0,0,1
96458,1,0,0,0,0,0,3
