"=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.q.lmfdb_label"", ""lmfdb_label"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.q.conductor"", ""conductor"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.discriminant"", ""disc"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.rank"", ""rank"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.regulator"", ""regulator"")","=HYPERLINK(""https://www.lmfdb.org/knowledge/show/ec.mordell_weil_group"", ""mwgens"")"
633.a1,633,-1384371,1,0.53122508712043972601355174673,"[(12, 34)]"
635.a1,635,-635,1,0.20639472637274389731421042369,"[(2, 0)]"
635.b1,635,-10241915,1,0.79322736918461873988468374208,"[(37/2, 123/2)]"
637.a1,637,-10706059,1,0.51324452694925620745875243783,"[(7, 24)]"
637.c1,637,-31213,1,0.68535567930805105846610549935,"[(6, -2)]"
637.d1,637,-3672178237,1,8.8267466432495297542348194658,"[(4776/7, 158761/7)]"
642.c1,642,-71000064,1,0.070582516157003200641939927168,"[(15, 64)]"
643.a1,643,-643,2,0.22917962156884707893876713520,"[(1, 0), (2, 1)]"
644.a1,644,-18032,1,0.16656685583803490401207698963,"[(4, 7)]"
644.b1,644,-883568,1,0.80512932481689398462920862578,"[(13, 49)]"
645.b1,645,-783675,1,0.053978584191305943522295770982,"[(1, 7)]"
645.c1,645,-8926548046875,1,0.040609171777837511120786772491,"[(51, 607)]"
648.a1,648,1296,1,0.26427949667747270978028171375,"[(-1, 1)]"
648.b1,648,-82944,1,0.35452413925633426679213865477,"[(-1, 4)]"
648.c1,648,944784,1,0.13802020456211038906721291378,"[(-3, 9)]"
649.a1,649,-7139,1,0.23175334468780755967437058919,"[(3, 4)]"
650.a1,650,-8450,1,0.13025997543127621910333339771,"[(5, 4)]"
650.b2,650,-87880000,1,0.16814058641822996178486405181,"[(11, 46)]"
650.f1,650,-3515200,1,4.1853410969668604026443443655,"[(124, 166)]"
650.i1,650,-13520000,1,0.033948247822839047769958037980,"[(25, 117)]"
654.a1,654,-11442384,1,0.048127653048531206092847050769,"[(17, 45)]"
654.b1,654,-578617344,1,0.055367844012417534683640532033,"[(-3, 37)]"
655.a1,655,-3275,2,0.098953519892193760545568705756,"[(1, 2), (3, 2)]"
657.c2,657,-1436859,1,0.67377663195649393349783900984,"[(2, 4)]"
658.d1,658,-5264,1,0.11621011717797660578326524019,"[(3, -3)]"
658.e1,658,-1347584,1,0.13586190893179169078949167476,"[(5, 13)]"
659.a1,659,659,1,1.7577906736966083773777196115,"[(-50/3, 76/3)]"
662.a1,662,-21692416,1,0.59664533111763992382027179494,"[(25, 115)]"
664.a1,664,-21248,2,0.096676050453051505257905379650,"[(1, 2), (3, 4)]"
664.b1,664,-1328,1,0.20701195303021612557894854734,"[(1, 1)]"
664.c1,664,-1328,1,0.30003395361240977772465398324,"[(-1, 1)]"
665.a1,665,-214587319023035,1,2.6183275055130301674640054210,"[(18757/6, 2475991/6)]"
665.c1,665,-39916625,1,0.18013258040297679642359656742,"[(4, 22)]"
665.d1,665,-665,1,0.48808127862697922749388196386,"[(0, 1)]"
666.a2,666,-5826168,1,0.23079071684834594685792613356,"[(3, 12)]"
666.d1,666,-662888448,1,0.038503626481964572052262672253,"[(27, 130)]"
666.e1,666,-31968,1,0.070403601300853801031758167499,"[(5, 3)]"
669.a1,669,-669,1,1.1800844959599118714604505414,"[(2, 2)]"
670.a1,670,-12030520,1,0.45351531323612247463345525125,"[(22, 89)]"
670.b1,670,-26171875000,1,0.32515405025679380525938869145,"[(31, 47)]"
670.c1,670,-175636480,1,0.13421409842378092627013746639,"[(8, 12)]"
670.d1,670,-10720,1,0.13120615480726897912341912088,"[(3, 0)]"
674.a1,674,-2696,1,0.64147003548623627508346008755,"[(0, 0)]"
674.b1,674,-723701989376,1,0.11128059271994842033024407952,"[(157, 1969)]"
675.b1,675,6075,1,0.13195536445710987193842434380,"[(0, 1)]"
675.g1,675,94921875,1,0.50850771904088706008362374308,"[(-6, 28)]"
677.a1,677,-677,1,0.45452323577923963424864861687,"[(0, 0)]"
678.a1,678,-1356,1,0.15671070296011864720411503039,"[(2, 0)]"
678.b1,678,-195264,1,0.18440957833652007568618520562,"[(5, 9)]"
681.a1,681,-2043,2,0.13607968895069426844647837265,"[(0, 1), (3, 4)]"
681.b1,681,-18387,1,0.22516890662066525665265862320,"[(4, 4)]"
681.c1,681,-13404123,1,0.091755788014043553648241655853,"[(7, 4)]"
682.a1,682,-146192756842,1,6.4509531933548118267762254313,"[(527/2, 10753/2)]"
682.b1,682,-21632647168,1,0.075349220442432233890127166937,"[(15, 36)]"
684.b1,684,-3545856,1,0.14089004083014766747883167311,"[(4, 18)]"
685.a1,685,-685,1,0.50093224081998956255510893577,"[(2, 0)]"
688.a1,688,-11008,1,0.95424029589479183014011773791,"[(1, 1)]"
688.b1,688,-176128,1,1.7339788043385696951648440248,"[(4, 3)]"
693.c1,693,-392931,1,0.56397211355761102911949910661,"[(1, 3)]"
696.a1,696,-853419888,1,0.40656359987124521421051242227,"[(12, 29)]"
696.b1,696,-12528,1,0.24511037771943433005296862553,"[(6, 1)]"
696.f1,696,-12528,1,0.10357645499715553913961930335,"[(2, 3)]"
696.g1,696,-112752,1,0.10999615314658266845252090384,"[(0, 3)]"
700.a1,700,-224000,1,0.078809324645119535878085624568,"[(0, 10)]"
700.b1,700,-336140000000,1,0.035988516094815193701453815997,"[(180, 2450)]"
700.e1,700,-43750000,1,0.36176649696348265749505537810,"[(0, 25)]"
700.g1,700,-2800,1,0.16387754659358075664506753163,"[(1, 1)]"
702.b1,702,702,1,0.43694034733168764328545311933,"[(-1, 1)]"
702.d1,702,1179090432,1,3.3651981768392621882109691048,"[(-217/2, 227/2)]"
702.e1,702,-146016,1,0.63707598284845798045536798433,"[(5, 4)]"
702.i1,702,134154289152,1,0.057830030637764458836377781184,"[(-29, 86)]"
702.j1,702,404352,1,0.042577076489711896923745982133,"[(-1, 12)]"
702.l1,702,-106445664,1,0.053169794739671190483951147885,"[(25, 104)]"
703.a1,703,-26011,1,0.31070480106664559789201605694,"[(7, 18)]"
704.a1,704,-85184,1,0.29741721906591400835029074056,"[(5, 11)]"
704.c1,704,-704,1,0.91509546575046553472422421483,"[(922/3, 1/3)]"
704.e1,704,-704,1,0.52794594043834894482895196506,"[(0, 1)]"
704.g1,704,-704,1,0.44010648336722636697142328663,"[(2, 1)]"
704.h1,704,-704,1,12.680075238164256190467229754,"[(267088/23, 128202697/23)]"
705.a1,705,-774039398625,1,0.11907438549350425317004892402,"[(312, 5366)]"
705.b1,705,-57105,1,0.093658286337056342389999698922,"[(3, 0)]"
705.c1,705,-702498571875,1,0.94191549788098358694123539538,"[(120, 1093)]"
705.e1,705,-17625,1,1.1627987957108398402016931326,"[(1, 2)]"
706.a1,706,-706,1,0.79053503641176635850935050351,"[(1, 1)]"
706.d1,706,-2961178624,1,0.097446862601647008796747266066,"[(41, 235)]"
707.a1,707,4949,2,0.11285745632048847808727806383,"[(3, 3), (1, 1)]"
709.a1,709,709,2,0.25868317273640666996924432349,"[(0, 0), (-1, 0)]"
710.a1,710,355000,1,0.18188302049035787934156686596,"[(-3, 4)]"
710.b1,710,232652800,1,0.041861265002912284796543138503,"[(-11, 85)]"
710.c1,710,227200,1,0.058219161904569369010369681913,"[(3, 3)]"
711.a1,711,-1554957,1,0.42654800625133482516985650731,"[(4, 11)]"
711.b1,711,-2133,1,0.50461428278206681991045234078,"[(2, 2)]"
713.a1,713,-713,1,0.66234411669477263712157423703,"[(-1, 1)]"
715.a1,715,-1888046875,1,0.085663750553059089164337155230,"[(87, 812)]"
715.b2,715,-14621035,1,0.44735813760440426780025898991,"[(3, 6)]"
718.a1,718,5744,2,0.16985835946964506905577409910,"[(-1, 2), (3, 2)]"
718.c1,718,1470464,1,0.086597864101981022172118401205,"[(13, -5)]"
722.a1,722,-54872,1,0.36815499472039434655336625206,"[(5, 7)]"
722.c1,722,-8695584276992,1,3.4392085850050628596407983059,"[(1474, 55398)]"
722.d1,722,-184832,1,0.087810449944820585611253149159,"[(7, 4)]"
722.e1,722,-119973433931988992,1,0.086075062638664121683878177192,"[(3247, 183208)]"
723.b1,723,-723,1,1.2294874727000983454733740520,"[(2, 1)]"
726.e1,726,-39204,1,0.063307201535636841999788482742,"[(3, 1)]"
726.f1,726,-1214383104,1,0.039177980345971861992175968721,"[(17, 90)]"
728.a1,728,-1141504,1,0.12711392595971972167938561248,"[(5, 14)]"
728.c1,728,-3937024,1,0.42151843665080534217704220586,"[(12, 26)]"
730.a1,730,730,1,0.34091253879663491773651125555,"[(-1, 1)]"
730.i1,730,46720,1,0.10083083876478954404636134637,"[(1, 3)]"
730.j1,730,2920000000,1,0.037548052675875500133875920463,"[(-7, 28)]"
731.a1,731,-211259,1,0.97672406505195771707873002656,"[(13, -5)]"
732.a1,732,-1264896,1,0.11767881834197537008456406628,"[(10, 18)]"
735.b1,735,-3281866875,1,0.013416772309096860080356966657,"[(-19, 52)]"
735.d1,735,-2296875,1,0.11489284969822377122489592910,"[(9, 2)]"
737.a1,737,-4403471083,1,0.15037187649173775774041164581,"[(106, 1105)]"
738.b1,738,-522937944,1,0.25893895765405472374865241966,"[(41, 101)]"
738.c1,738,-25824096,1,0.61778264437354628759869326085,"[(1, 13)]"
738.e1,738,-183638016,1,0.033960627309258155664819848615,"[(-7, 75)]"
738.g1,738,-35424,1,0.13557452042330262361131958906,"[(3, 4)]"
740.a1,740,5920000,1,0.081816588607006536965199845218,"[(-5, 10)]"
740.b1,740,148000000,1,2.5561430925713926338371962873,"[(-2291/6, 125/6)]"
741.a1,741,-260091,1,0.10504129987012352547620327053,"[(7, 19)]"
742.a1,742,-5194,1,0.19956586993488706851232665490,"[(3, 2)]"
742.f1,742,-2659328,1,0.057296327087377118485214791176,"[(9, 23)]"
744.b1,744,-4464,1,0.19853211434077539241236594542,"[(2, 3)]"
744.c1,744,-38609136,1,0.082396667107061828901190075090,"[(44, 279)]"
744.e1,744,-3254256,1,0.073867009455595476478353250318,"[(8, 27)]"
744.g1,744,-361584,1,0.063577118129860264642089354468,"[(6, 3)]"
747.b1,747,-181521,1,0.41828894076459341614067142277,"[(2, 3)]"
747.c1,747,-1633689,1,2.5545872695102013744986721703,"[(26, -4)]"
747.d1,747,-60507,1,1.1970534708188353992699605968,"[(0, 2)]"
749.a1,749,-5243,1,0.49852100844116274070334196039,"[(3, 2)]"
753.a1,753,-20331,1,0.20800604661072128206096924930,"[(-1, 1)]"
754.b1,754,-75322597376,1,0.44996927351522334080799010153,"[(60, -16)]"
754.d1,754,-5597696,1,0.11812362319832294429561920758,"[(14, 51)]"
755.a1,755,-755,1,0.70223641690845163591745644956,"[(1, 1)]"
755.c1,755,-755,1,0.81220754377316690213252155650,"[(1, 1)]"
756.b2,756,48384,1,0.94745126050141141800537785664,"[(-3, 1)]"
756.c1,756,435456,1,0.38959517990720379019100876480,"[(-4, 2)]"
758.a1,758,-97024,1,0.30595142948721918733248318179,"[(3, 6)]"
762.a1,762,20574,1,0.16400826477332972987582849984,"[(-2, 2)]"
762.d1,762,36576,1,0.070116127792487166472322991421,"[(1, 2)]"
762.e1,762,189609984,1,0.025392085535841389038318550088,"[(6, 9)]"
763.a1,763,-37387,1,0.12858514527493192828145750545,"[(-2, 3)]"
774.c1,774,-2377869209964036,1,0.14412854756240210112830954815,"[(-564, 16923)]"
774.f2,774,-25038980496,1,0.13957428787243134646275251287,"[(109, 1106)]"
774.g1,774,-6018624,1,0.067708442866562351806757216900,"[(-1, 9)]"
775.a1,775,-2421875,1,0.46387178165332635353942373050,"[(-2, 12)]"
777.b1,777,-2331,1,0.19661349238253105023958516152,"[(0, 1)]"
777.e1,777,-50370579,1,0.070279968328474211594998978828,"[(-6, 10)]"
781.b1,781,94501,1,0.22841575141932945161563704785,"[(14, 16)]"
784.a1,784,92236816,1,0.25843238706382279539279219572,"[(0, 49)]"
784.g1,784,784,1,1.6560055574293790283554702990,"[(-65/3, 1/3)]"
784.h1,784,38416,1,1.0042550087756332016916364568,"[(-3, 1)]"
786.a1,786,-226368,1,0.24048773884964872757486457482,"[(10, -1)]"
786.c1,786,786,1,0.28703277697731573847775843819,"[(1, 0)]"
786.e1,786,-18943113870853632,1,2.8176725807032185802528635235,"[(12085, 1322560)]"
786.g1,786,-1145988,1,0.052993028447496641411777167668,"[(-3, 10)]"
786.h1,786,804864,1,1.2769324336735528117209191044,"[(-6, 4)]"
786.i1,786,-84888,1,0.18979880350125946619553834673,"[(3, 7)]"
786.j1,786,824180736,1,0.077005409223478042656250314186,"[(-9, 132)]"
786.l1,786,4074624,1,0.039064083273081281599639225588,"[(0, 6)]"
794.a1,794,-1588,2,0.14904999108062273864447496789,"[(1, 0), (-1, 2)]"
794.b1,794,-1588,1,11.592719379790197306616517206,"[(103405/4, 32929675/4)]"
794.c1,794,-12704,1,0.25001176955637569872905814815,"[(1, 1)]"
794.d2,794,-125141546,1,0.68730639445842642006677965773,"[(83/2, 711/2)]"
797.a1,797,-797,1,0.53167099302498371948892471697,"[(0, 1)]"
800.b1,800,-200000000,1,0.19637779133168667685371410477,"[(-8, 50)]"
800.g1,800,-12800,1,0.31847233022111753398280507844,"[(2, 2)]"
801.c1,801,-1751787,1,0.51350608760716269837128275111,"[(8, 13)]"
801.d1,801,-64881,1,2.0376715803446970954347568404,"[(6, 8)]"
804.a1,804,-51456,1,0.18491435429965784207422307812,"[(2, 2)]"
804.b1,804,-1012808448,1,0.85188526116531733286714472326,"[(71, 486)]"
804.d1,804,-37511424,1,0.092277716830598344767541863091,"[(12, 54)]"
805.c1,805,-3268768272021875,1,5.2734358970122153840410155658,"[(181/2, 15015/2)]"
806.a1,806,-25585664,1,0.66556529432077891569697471215,"[(5, 13)]"
806.b1,806,-399776,1,0.39989340374384016795979616401,"[(6, 12)]"
806.c1,806,-4323977216,1,0.044770507316143939084335239507,"[(137, 1543)]"
806.e1,806,-399776,1,0.099925211220760481439740749194,"[(12, 25)]"
810.b2,810,-1209323520,1,1.0873983865005418118036266378,"[(14, 57)]"
810.e2,810,-7381125000,1,0.68982604035414852766540704712,"[(23, 113)]"
811.a1,811,-811,1,1.0695057361048558478246270953,"[(2, 1)]"
812.a1,812,-17825024,1,0.085154794621086808568503623736,"[(-6, 14)]"
813.a1,813,813,1,8.7043244813662005740806584541,"[(-10750211/234, -6403697/234)]"
814.a1,814,-285277696,1,0.52966223948140948047886598604,"[(12, 12)]"
814.b1,814,-13024,1,0.14212454247010074584179421320,"[(3, -1)]"
815.a1,815,-108268675,1,0.63769710568543246026417022259,"[(38, 81)]"
816.e1,816,-13056,1,0.28267494490782392045849093615,"[(1, 2)]"
816.i1,816,-770943744,1,0.067746189248506641313054672400,"[(-1, 162)]"
817.a1,817,-15523,2,0.25625638225768420864453611687,"[(4, 9), (-3/2, 15/2)]"
817.b1,817,-53070047923,1,0.13859892548699668441326665983,"[(-2, 924)]"
822.a1,822,-22194,1,0.48028089379193776349467791748,"[(3, 3)]"
822.b1,822,-2130624,1,0.11607797012313429725493190832,"[(3, 10)]"
825.b1,825,-81675,1,0.26728146468235865198494989376,"[(1, 5)]"
825.c2,825,-2076048046875,1,2.2524072734962648026370090497,"[(181/2, 3989/2)]"
827.a1,827,-827,1,0.26215886578705299463292920508,"[(2, 0)]"
828.c1,828,-268272,1,1.8278752180968975284545800002,"[(4, 1)]"
829.a1,829,829,1,0.35444394810806058313674525743,"[(-1, 0)]"
830.b1,830,-2124800,1,0.054512473181572382694513853173,"[(7, 16)]"
830.c1,830,-2124800000000,1,0.025785266285072033318685776138,"[(63, 48)]"
831.a1,831,-16356573,1,0.085115395777925878436373388758,"[(13, 34)]"
832.a1,832,-32898294480896,1,0.089317794946404273874386456528,"[(42, 416)]"
832.b1,832,-425984,1,0.37145394679574381824405316858,"[(5, 8)]"
832.d1,832,-1744830464,1,2.9779488210397228347935791005,"[(649, 15872)]"
832.g1,832,-425984,1,0.25011590109174117559846559043,"[(3, 8)]"
832.h1,832,-1703936,1,0.23675354488994637583565079365,"[(-1, 16)]"
834.a1,834,-45036,1,0.081088181355620718436005439435,"[(-1, 3)]"
834.d1,834,-184467456,1,0.051153679721793754227522763625,"[(35, 126)]"
834.e1,834,-1668,1,0.54689703254368329180852737421,"[(1, 1)]"
834.g1,834,-622666136388,1,4.0003142842123630251603743952,"[(52, 184)]"
836.a1,836,-1016576,1,0.85138920900836196073827936025,"[(8, 19)]"
842.a1,842,3368,1,0.51523858554985333347788072906,"[(-2, 1)]"
842.b1,842,3448832,1,0.075691069849235641067683589223,"[(-2, 17)]"
843.a1,843,-7587,1,0.94485116350878095541255253713,"[(0, 2)]"
847.b1,847,-954871379,1,0.17578475445730757625758305810,"[(55, 423)]"
848.a1,848,-6946816,1,0.20048671179096640493360642472,"[(6, 32)]"
848.e1,848,-13568,1,1.5551405581740243187401400036,"[(3, 4)]"
849.a1,849,-22923,1,0.28666744020607133777562963272,"[(2, 3)]"
850.a1,850,-170000,1,0.082148255274409674604094019653,"[(4, 8)]"
850.c1,850,-2564616706250000,1,0.50807256459960122655950846756,"[(21, 567)]"
850.d1,850,-4250000000,1,0.76230868610320389208069078767,"[(2, 61)]"
850.g1,850,-265625000,1,0.15177060404407776195426808659,"[(25, 112)]"
850.h1,850,-272000,1,0.067514048675573316900205159213,"[(5, 7)]"
851.a1,851,19573,1,0.18119346339396862041188746787,"[(6, 11)]"
854.a1,854,21425152,1,0.43692808367974086751504988319,"[(13, 9)]"
854.b1,854,29343216566272,1,3.2300418371324470210503169547,"[(-31079/15, 493549/15)]"
854.c1,854,3215111872,1,0.049572001697129655291041262891,"[(-19, 58)]"
854.d1,854,109312,1,0.11373185847508684813412342925,"[(-1, 4)]"
856.a1,856,-27392,1,0.13516115353163873107701391055,"[(4, 2)]"
856.b1,856,-109568,1,0.76660568823449811621019660028,"[(4, 8)]"
856.c1,856,-1712,1,0.27826712806848952992779349967,"[(1, 1)]"
856.d1,856,-219136,1,5.0017381059999445379166086269,"[(137, 1578)]"
858.e1,858,-6097712265216,1,0.038418953482222884788733240522,"[(-9, 355)]"
858.g1,858,-658944,1,0.052059997184014006214967385479,"[(5, 3)]"
861.b1,861,-69741,1,0.10624088778547597331362239063,"[(-1, 5)]"
861.c1,861,-1773642581109,1,0.10780250700557881337251303159,"[(-5, 64)]"
861.d1,861,-1816098112269,1,0.43800367773165976421191310929,"[(45, 220)]"
862.a1,862,-27584,1,0.14202678051800110708316686363,"[(4, 2)]"
862.b1,862,-1724,1,0.39886829509703168994076065121,"[(1, 0)]"
862.c1,862,-110336,1,0.11921869128128309636767681903,"[(1, 3)]"
862.d2,862,-237961300338416,1,0.42755571557779777205630318152,"[(3127/3, 181057/3)]"
864.b1,864,-995328,1,0.62254977318370860819078317403,"[(0, 4)]"
864.c1,864,-995328,1,0.23059170293131628549453719559,"[(4, 12)]"
864.d1,864,-80621568,1,0.19602806790716811426031292904,"[(0, 36)]"
864.e1,864,-13824,1,0.31738885128314177337700202991,"[(1, 2)]"
864.g1,864,-10077696,1,0.40535040910700090386769364994,"[(9, 18)]"
864.i1,864,-110592,1,0.36087490072529652706686177983,"[(4, 4)]"
866.a2,866,-1298923792,1,0.27989818934198008868015496019,"[(144, 1660)]"
867.c1,867,-355763629491,1,2.0359134698081248455148484168,"[(789/2, 14735/2)]"
867.d1,867,-28816853988771,1,15.452143884773062221950078691,"[(255513157/606, 2440282876849/606)]"
869.a1,869,-68651,1,0.37784556737760589863235521450,"[(11, 39)]"
869.c1,869,59657719,1,0.21618126095712254615984247286,"[(-4, 81)]"
869.d1,869,9559,1,0.39784764157447154063507100650,"[(9, 6)]"
872.a1,872,-111616,1,0.34981629779984327581172735664,"[(0, 4)]"
873.a1,873,-212139,1,0.12143590674326097158108590840,"[(1, 4)]"
873.d1,873,-6657146604393651,1,5.0367650056444201776893524107,"[(227473/16, 106817593/16)]"
874.b1,874,3496,1,0.33314144905050255797020390488,"[(3, -1)]"
874.d1,874,113900554,1,11.397663317671643771826345432,"[(-9623549/210, 1005550321/210)]"
874.e1,874,13984,1,0.24231525951105074106981174111,"[(-2, 2)]"
876.a1,876,-3310523136,1,1.8167767483560521683298607819,"[(128, 1)]"
876.b1,876,-4541184,1,0.070027273105215353789863511139,"[(5, 6)]"
880.a1,880,-2816000,1,0.054095025476346843692802907084,"[(-3, 20)]"
880.d1,880,-1802240,1,0.46106084090603067086393734374,"[(8, 16)]"
880.i1,880,-6596648960,1,0.63556484998859054590588378535,"[(178, 8)]"
882.a2,882,-58095911978496,1,0.54868622661760549273138168786,"[(37, 643)]"
882.d1,882,-9999593856,1,1.1606604033124986828601917006,"[(45, 99)]"
882.g2,882,-1512284256,1,0.047053505394594988225536348160,"[(51, 352)]"
882.h1,882,-7715736,1,0.21373562771431796609767388849,"[(13, 20)]"
885.a1,885,10723864485,1,3.7253742314671790688365978691,"[(-323/2, 17/2)]"
885.b1,885,7965,1,0.24265228604214007824064125175,"[(-2, 1)]"
886.a1,886,-226816,1,0.54482795336852936216066895339,"[(20, -10)]"
886.b1,886,1772,1,0.16868624542346606183886246526,"[(2, 0)]"
886.d1,886,-14176,1,0.16481999482914157481477929586,"[(1, 1)]"
886.e1,886,121770912776192,1,0.14158235084297927269635957595,"[(281, -77)]"
890.d1,890,-3560,1,0.44916241528479888895042529055,"[(2, -1)]"
890.f1,890,-3645440,1,0.090346383149009235726057589424,"[(5, 13)]"
890.g1,890,-55840594490,1,7.9652309672328884400271586006,"[(1915/6, 12823/6)]"
891.b1,891,-88209,1,0.31745409170586250639126198320,"[(2, 4)]"
892.a1,892,57088,1,0.27502252282491844247274868861,"[(-2, 2)]"
892.b1,892,2838929152,1,0.74615795141452916725994368908,"[(-27/2, 223/2)]"
894.a1,894,72414,1,0.81325718463598111424995945874,"[(-5, 3)]"
894.b1,894,-8008409088,1,0.66303890392218935897563149826,"[(81, 0)]"
894.c1,894,32184,1,0.26742153064589005452674027732,"[(-2, 2)]"
894.e1,894,14304,1,0.13365605032365662078102793258,"[(3, -1)]"
894.f1,894,-101242109952,1,0.12282354237846124697061544340,"[(33, 127)]"
894.g1,894,667367424,1,0.027704709790120036778044393290,"[(2, 17)]"
895.a1,895,895,1,0.35457400244229676154320175577,"[(1, 0)]"
898.a1,898,57472,1,0.57235105753633272573499865969,"[(8, -4)]"
898.c1,898,3592,1,0.25502206464542386248623499866,"[(-1, 1)]"
899.a1,899,899,1,0.58546197011574835607088489761,"[(-1, 1)]"
900.e1,900,-13996800,1,0.34246742571552710417183274927,"[(61, 9)]"
901.a1,901,901,1,0.39451466934309908098664479724,"[(-1, 0)]"
901.f1,901,211384050589,1,0.22652801691594166948654796726,"[(-23/2, 897/2)]"
902.a1,902,-1730960687104,1,1.0297815920585294809844470472,"[(5, 253)]"
903.a1,903,-18963,1,0.25247754271240625093572582157,"[(4, 10)]"
906.a1,906,-22161829920768,1,2.2439594300771055539135526882,"[(394/3, 3505/3)]"
906.b1,906,14496,1,0.74581591761827219778364200867,"[(-3, 2)]"
906.c1,906,338455855104,1,0.72375344768099595837743101865,"[(-22, 237)]"
906.d1,906,-118751232,1,6.4198182314460706970484253805,"[(12697/3, 1391501/3)]"
