Entity,Code,Day,Monthly sea surface temperature anomalies,Monthly sea surface temperature anomalies (lower bound),Monthly sea surface temperature anomalies (upper bound)
Northern Hemisphere,,1850-01-15,0.0069779456,-0.08339305,0.065403946
Northern Hemisphere,,1850-02-15,0.019613951,-0.07098605,0.077317946
Northern Hemisphere,,1850-03-15,-0.29203206,-0.37629506,-0.24019505
Northern Hemisphere,,1850-04-15,-0.01788506,-0.09358306,0.026823953
Northern Hemisphere,,1850-05-15,-0.09209405,-0.15214305,-0.05438906
Northern Hemisphere,,1850-06-15,0.12211394,0.06880095,0.16524595
Northern Hemisphere,,1850-07-15,-0.04342605,-0.09832005,0.008798942
Northern Hemisphere,,1850-08-15,-0.080088064,-0.13424705,-0.02264005
Northern Hemisphere,,1850-09-15,-0.11203407,-0.18639506,-0.05853705
Northern Hemisphere,,1850-10-15,-0.16671906,-0.25470808,-0.111763045
Northern Hemisphere,,1850-11-15,0.029279947,-0.062373057,0.08515295
Northern Hemisphere,,1850-12-15,-0.018908054,-0.11017604,0.039276943
Northern Hemisphere,,1851-01-15,0.020042941,-0.07837005,0.086746946
Northern Hemisphere,,1851-02-15,-0.19090806,-0.27684405,-0.13507406
Northern Hemisphere,,1851-03-15,-0.03822805,-0.12316306,0.0134049505
Northern Hemisphere,,1851-04-15,-0.14473106,-0.21930607,-0.10055207
Northern Hemisphere,,1851-05-15,-0.03258206,-0.09376906,0.007879943
Northern Hemisphere,,1851-06-15,0.058937944,0.005799949,0.11019594
Northern Hemisphere,,1851-07-15,-0.015428051,-0.06800605,0.041778952
Northern Hemisphere,,1851-08-15,-0.07186805,-0.12816204,-0.015359059
Northern Hemisphere,,1851-09-15,0.21224895,0.14441395,0.26648095
Northern Hemisphere,,1851-10-15,0.25175294,0.17089295,0.30421495
Northern Hemisphere,,1851-11-15,0.39067993,0.30043793,0.45005494
Northern Hemisphere,,1851-12-15,0.35045394,0.26239693,0.40839094
Northern Hemisphere,,1852-01-15,0.35423493,0.26347095,0.41262695
Northern Hemisphere,,1852-02-15,-0.08303104,-0.16625606,-0.028294057
Northern Hemisphere,,1852-03-15,0.022821948,-0.05299805,0.070662946
Northern Hemisphere,,1852-04-15,-0.007635057,-0.07780205,0.03673394
Northern Hemisphere,,1852-05-15,0.01712595,-0.03974305,0.055408947
Northern Hemisphere,,1852-06-15,0.34308594,0.29595095,0.39093095
Northern Hemisphere,,1852-07-15,0.04560694,-0.0032640547,0.09964295
Northern Hemisphere,,1852-08-15,0.20524395,0.15074895,0.26036295
Northern Hemisphere,,1852-09-15,0.19338995,0.12552595,0.24338494
Northern Hemisphere,,1852-10-15,0.23069994,0.14985594,0.28448394
Northern Hemisphere,,1852-11-15,0.16214095,0.077970944,0.21926194
Northern Hemisphere,,1852-12-15,0.30964994,0.22655195,0.36572695
Northern Hemisphere,,1853-01-15,0.28492495,0.20722994,0.33847493
Northern Hemisphere,,1853-02-15,0.37833795,0.29999495,0.43415692
Northern Hemisphere,,1853-03-15,0.23860595,0.16726495,0.28833795
Northern Hemisphere,,1853-04-15,0.14048494,0.07472595,0.18711394
Northern Hemisphere,,1853-05-15,0.15226294,0.09803095,0.19281894
Northern Hemisphere,,1853-06-15,0.21417795,0.16754195,0.26216695
Northern Hemisphere,,1853-07-15,0.15242995,0.10812895,0.21011995
Northern Hemisphere,,1853-08-15,-0.043716058,-0.088621065,0.018850952
Northern Hemisphere,,1853-09-15,-0.10590206,-0.16565104,-0.05292906
Northern Hemisphere,,1853-10-15,-0.09567104,-0.16661607,-0.044540048
Northern Hemisphere,,1853-11-15,0.01868695,-0.06315005,0.078526944
Northern Hemisphere,,1853-12-15,0.09817695,0.017794952,0.15563394
Northern Hemisphere,,1854-01-15,0.14778094,0.07278695,0.20578195
Northern Hemisphere,,1854-02-15,0.023182943,-0.053188056,0.078401946
Northern Hemisphere,,1854-03-15,0.24192494,0.17193495,0.29201093
Northern Hemisphere,,1854-04-15,0.15925294,0.09863095,0.20158894
Northern Hemisphere,,1854-05-15,0.16323994,0.11092594,0.20856194
Northern Hemisphere,,1854-06-15,0.06595195,0.025081947,0.11645994
Northern Hemisphere,,1854-07-15,0.018303946,-0.023856059,0.073698945
Northern Hemisphere,,1854-08-15,0.28603494,0.24000594,0.34355295
Northern Hemisphere,,1854-09-15,0.14224595,0.08266595,0.19358994
Northern Hemisphere,,1854-10-15,-0.0005170554,-0.07046406,0.051326945
Northern Hemisphere,,1854-11-15,-0.021059051,-0.096004054,0.03657694
Northern Hemisphere,,1854-12-15,-0.06907605,-0.14387904,-0.012413055
Northern Hemisphere,,1855-01-15,0.23942494,0.16223495,0.29930595
Northern Hemisphere,,1855-02-15,0.09510095,0.025902942,0.14899595
Northern Hemisphere,,1855-03-15,0.29382095,0.22689694,0.34288594
Northern Hemisphere,,1855-04-15,0.090760946,0.032655954,0.13376394
Northern Hemisphere,,1855-05-15,-0.14649205,-0.19636406,-0.10417004
Northern Hemisphere,,1855-06-15,0.07470395,0.03345795,0.11912394
Northern Hemisphere,,1855-07-15,0.010158941,-0.027455047,0.061370946
Northern Hemisphere,,1855-08-15,0.07634695,0.034525946,0.13210694
Northern Hemisphere,,1855-09-15,-0.044251055,-0.096254066,0.008850947
Northern Hemisphere,,1855-10-15,0.31326994,0.24996194,0.36947593
Northern Hemisphere,,1855-11-15,0.23725694,0.16819495,0.29149294
Northern Hemisphere,,1855-12-15,0.14311795,0.07156095,0.20266795
Northern Hemisphere,,1856-01-15,0.086916946,0.014856949,0.14821294
Northern Hemisphere,,1856-02-15,0.006096944,-0.061098054,0.06089595
Northern Hemisphere,,1856-03-15,0.05000595,-0.012107059,0.100140944
Northern Hemisphere,,1856-04-15,0.07025095,0.012949944,0.11500894
Northern Hemisphere,,1856-05-15,0.19027394,0.14347695,0.23090595
Northern Hemisphere,,1856-06-15,-0.05356306,-0.09194206,-0.009516045
Northern Hemisphere,,1856-07-15,-0.31213206,-0.35039607,-0.26018506
Northern Hemisphere,,1856-08-15,-0.19850905,-0.23922406,-0.14499204
Northern Hemisphere,,1856-09-15,-0.07895805,-0.13205604,-0.031528056
Northern Hemisphere,,1856-10-15,0.027319953,-0.033053055,0.07565695
Northern Hemisphere,,1856-11-15,-0.37911108,-0.44463608,-0.32637006
Northern Hemisphere,,1856-12-15,-0.43295404,-0.50471205,-0.37218007
Northern Hemisphere,,1857-01-15,-0.37028405,-0.43812808,-0.31272107
Northern Hemisphere,,1857-02-15,-0.027541056,-0.09541105,0.029804945
Northern Hemisphere,,1857-03-15,-0.17170607,-0.23110305,-0.11692606
Northern Hemisphere,,1857-04-15,-0.17895006,-0.22990005,-0.13813107
Northern Hemisphere,,1857-05-15,-0.13392304,-0.17733006,-0.09295304
Northern Hemisphere,,1857-06-15,0.074419945,0.038109943,0.11845394
Northern Hemisphere,,1857-07-15,-0.15474005,-0.18605904,-0.11141907
Northern Hemisphere,,1857-08-15,-0.022820055,-0.060474053,0.025112942
Northern Hemisphere,,1857-09-15,0.032187954,-0.014969051,0.07812895
Northern Hemisphere,,1857-10-15,-0.18209104,-0.23948707,-0.13270105
Northern Hemisphere,,1857-11-15,-0.23481207,-0.30145806,-0.17612605
Northern Hemisphere,,1857-12-15,-0.07888806,-0.14772706,-0.01966405
Northern Hemisphere,,1858-01-15,-0.07749905,-0.13868104,-0.021076053
Northern Hemisphere,,1858-02-15,-0.12939905,-0.18947904,-0.07466705
Northern Hemisphere,,1858-03-15,-0.22361906,-0.27871406,-0.17187105
Northern Hemisphere,,1858-04-15,-0.05881305,-0.10705505,-0.016400054
Northern Hemisphere,,1858-05-15,-0.31962407,-0.35945007,-0.28005707
Northern Hemisphere,,1858-06-15,-0.35659108,-0.39118305,-0.31183907
Northern Hemisphere,,1858-07-15,-0.29843006,-0.32936206,-0.25465608
Northern Hemisphere,,1858-08-15,-0.28434005,-0.31914407,-0.23575504
Northern Hemisphere,,1858-09-15,-0.26029506,-0.30469808,-0.20840506
Northern Hemisphere,,1858-10-15,0.13857995,0.08564695,0.18820494
Northern Hemisphere,,1858-11-15,-0.06752606,-0.12837206,-0.008770049
Northern Hemisphere,,1858-12-15,-0.021469057,-0.08691205,0.041030943
Northern Hemisphere,,1859-01-15,-0.14832206,-0.21190105,-0.078468055
Northern Hemisphere,,1859-02-15,-0.09676705,-0.15104206,-0.04502906
Northern Hemisphere,,1859-03-15,0.04286495,-0.008860052,0.08969395
Northern Hemisphere,,1859-04-15,0.07649395,0.030283943,0.12593594
Northern Hemisphere,,1859-05-15,-0.039139047,-0.07873005,-0.002856046
Northern Hemisphere,,1859-06-15,0.085759945,0.054269947,0.12786594
Northern Hemisphere,,1859-07-15,-0.10567404,-0.13730206,-0.05728306
Northern Hemisphere,,1859-08-15,0.14591494,0.11256295,0.19161394
Northern Hemisphere,,1859-09-15,-0.17987905,-0.22385506,-0.13279705
Northern Hemisphere,,1859-10-15,0.011331946,-0.04125905,0.06302895
Northern Hemisphere,,1859-11-15,-0.13851605,-0.19632106,-0.07961406
Northern Hemisphere,,1859-12-15,-0.16077505,-0.22038205,-0.101481065
Northern Hemisphere,,1860-01-15,-0.21939106,-0.27480307,-0.16488604
Northern Hemisphere,,1860-02-15,-0.08147605,-0.13885204,-0.016450047
Northern Hemisphere,,1860-03-15,0.067479946,0.016893953,0.12202395
Northern Hemisphere,,1860-04-15,0.072546944,0.027067944,0.11557095
Northern Hemisphere,,1860-05-15,-0.06105505,-0.093631044,-0.02606006
Northern Hemisphere,,1860-06-15,-0.14377405,-0.17291807,-0.106987044
Northern Hemisphere,,1860-07-15,-0.032310054,-0.058071047,0.0035359412
Northern Hemisphere,,1860-08-15,-0.14140905,-0.16876806,-0.101309046
Northern Hemisphere,,1860-09-15,0.07533095,0.03685595,0.116624944
Northern Hemisphere,,1860-10-15,0.17185895,0.120118946,0.22480294
Northern Hemisphere,,1860-11-15,0.15598895,0.100921944,0.21575695
Northern Hemisphere,,1860-12-15,0.14034994,0.08238295,0.20364694
Northern Hemisphere,,1861-01-15,-0.11831106,-0.17353506,-0.053226054
Northern Hemisphere,,1861-02-15,-0.70462406,-0.75717103,-0.63984907
Northern Hemisphere,,1861-03-15,-0.23663406,-0.28326306,-0.18316506
Northern Hemisphere,,1861-04-15,0.27472994,0.23393194,0.31755993
Northern Hemisphere,,1861-05-15,-0.042240053,-0.07970704,-0.0019990504
Northern Hemisphere,,1861-06-15,0.021678954,-0.0073200464,0.053343944
Northern Hemisphere,,1861-07-15,0.26051694,0.23292094,0.29780793
Northern Hemisphere,,1861-08-15,-0.012626052,-0.042125046,0.027581945
Northern Hemisphere,,1861-09-15,-0.058889046,-0.09593706,-0.018560052
Northern Hemisphere,,1861-10-15,0.057913944,0.007983953,0.11024194
Northern Hemisphere,,1861-11-15,0.23086895,0.17758395,0.29175594
Northern Hemisphere,,1861-12-15,0.19614495,0.14275095,0.25192493
Northern Hemisphere,,1862-01-15,-0.19364305,-0.24346407,-0.13657106
Northern Hemisphere,,1862-02-15,-0.46176007,-0.502049,-0.41562805
Northern Hemisphere,,1862-03-15,-0.3643931,-0.40918908,-0.31394008
Northern Hemisphere,,1862-04-15,-0.26160407,-0.29831806,-0.22187807
Northern Hemisphere,,1862-05-15,-0.16831304,-0.20323904,-0.12961106
Northern Hemisphere,,1862-06-15,-0.15030105,-0.17862405,-0.12015505
Northern Hemisphere,,1862-07-15,-0.22805704,-0.25522107,-0.19156905
Northern Hemisphere,,1862-08-15,-0.56511503,-0.59293,-0.52537805
Northern Hemisphere,,1862-09-15,-0.19406606,-0.22910406,-0.15497704
Northern Hemisphere,,1862-10-15,-0.20556204,-0.24948405,-0.15376104
Northern Hemisphere,,1862-11-15,-0.51218104,-0.56756604,-0.44359908
Northern Hemisphere,,1862-12-15,-0.41342607,-0.4629011,-0.35746005
Northern Hemisphere,,1863-01-15,-0.14161704,-0.19263606,-0.06677206
Northern Hemisphere,,1863-02-15,-0.26744106,-0.31149107,-0.21240006
Northern Hemisphere,,1863-03-15,0.080579944,0.037465945,0.14888194
Northern Hemisphere,,1863-04-15,0.017416954,-0.01735805,0.059837945
Northern Hemisphere,,1863-05-15,-0.11331506,-0.14309506,-0.07739006
Northern Hemisphere,,1863-06-15,-0.055316046,-0.08272804,-0.021105051
Northern Hemisphere,,1863-07-15,-0.26430106,-0.28627506,-0.23752306
Northern Hemisphere,,1863-08-15,-0.119093046,-0.14654906,-0.082770064
Northern Hemisphere,,1863-09-15,-0.103367046,-0.13614406,-0.06352906
Northern Hemisphere,,1863-10-15,-0.12263204,-0.16485305,-0.07176906
Northern Hemisphere,,1863-11-15,-0.32007506,-0.36986604,-0.24718605
Northern Hemisphere,,1863-12-15,0.08157695,0.03593795,0.13855594
Northern Hemisphere,,1864-01-15,-0.40728304,-0.45262107,-0.34544805
Northern Hemisphere,,1864-02-15,-0.63904303,-0.68158907,-0.59004205
Northern Hemisphere,,1864-03-15,-0.48099807,-0.51840407,-0.43640706
Northern Hemisphere,,1864-04-15,-0.14916705,-0.18265305,-0.09619306
Northern Hemisphere,,1864-05-15,0.16584794,0.13829894,0.20248495
Northern Hemisphere,,1864-06-15,0.23118694,0.20613594,0.25896695
Northern Hemisphere,,1864-07-15,0.36806193,0.34465694,0.39490294
Northern Hemisphere,,1864-08-15,0.60097,0.5754439,0.63085294
Northern Hemisphere,,1864-09-15,-0.27859408,-0.31204608,-0.23501606
Northern Hemisphere,,1864-10-15,-0.11609106,-0.15455206,-0.06576505
Northern Hemisphere,,1864-11-15,0.15842795,0.115393944,0.21365194
Northern Hemisphere,,1864-12-15,-0.04425305,-0.09519206,0.024897948
Northern Hemisphere,,1865-01-15,0.18852395,0.14505194,0.23965995
Northern Hemisphere,,1865-02-15,0.43328592,0.38763395,0.49632293
Northern Hemisphere,,1865-03-15,0.18954594,0.15347195,0.23400594
Northern Hemisphere,,1865-04-15,-0.052701056,-0.08737604,-0.003796056
Northern Hemisphere,,1865-05-15,-0.0047560483,-0.031870052,0.028907955
Northern Hemisphere,,1865-06-15,0.36955595,0.34415394,0.39933193
Northern Hemisphere,,1865-07-15,0.0011729449,-0.021883056,0.031839952
Northern Hemisphere,,1865-08-15,-0.17667706,-0.19922404,-0.14690305
Northern Hemisphere,,1865-09-15,0.27084795,0.24008794,0.30885595
Northern Hemisphere,,1865-10-15,0.27460495,0.23475894,0.32423794
Northern Hemisphere,,1865-11-15,-0.13247506,-0.17415006,-0.08145104
Northern Hemisphere,,1865-12-15,0.050371945,0.012244955,0.096653946
Northern Hemisphere,,1866-01-15,-0.26380107,-0.30563107,-0.21530606
Northern Hemisphere,,1866-02-15,0.37647793,0.33115295,0.45010093
Northern Hemisphere,,1866-03-15,-0.13011606,-0.16927804,-0.07834405
Northern Hemisphere,,1866-04-15,-0.28052908,-0.31222007,-0.23364006
Northern Hemisphere,,1866-05-15,-0.28732806,-0.31434608,-0.25375807
Northern Hemisphere,,1866-06-15,0.6949,0.67155397,0.72116095
Northern Hemisphere,,1866-07-15,0.107167944,0.085323945,0.13249095
Northern Hemisphere,,1866-08-15,0.25721493,0.23115994,0.28623194
Northern Hemisphere,,1866-09-15,-0.100382045,-0.13447206,-0.058686048
Northern Hemisphere,,1866-10-15,0.12038694,0.081166945,0.17401995
Northern Hemisphere,,1866-11-15,0.30086395,0.25891393,0.35059395
Northern Hemisphere,,1866-12-15,0.11007194,0.062868945,0.17758594
Northern Hemisphere,,1867-01-15,0.17368494,0.13718495,0.22116295
Northern Hemisphere,,1867-02-15,0.18126795,0.14260395,0.24746194
Northern Hemisphere,,1867-03-15,0.50734293,0.47314492,0.56447893
Northern Hemisphere,,1867-04-15,0.061853945,0.029385954,0.112540945
Northern Hemisphere,,1867-05-15,0.21152595,0.18636195,0.24237294
Northern Hemisphere,,1867-06-15,0.004019946,-0.01598905,0.03039895
Northern Hemisphere,,1867-07-15,0.15443395,0.13167395,0.18209295
Northern Hemisphere,,1867-08-15,0.08752195,0.06525395,0.114851944
Northern Hemisphere,,1867-09-15,0.053054944,0.024490952,0.087964945
Northern Hemisphere,,1867-10-15,-0.056560054,-0.09193404,-0.014940053
Northern Hemisphere,,1867-11-15,0.29574093,0.25479695,0.35568595
Northern Hemisphere,,1867-12-15,-0.26264808,-0.29966307,-0.21513806
Northern Hemisphere,,1868-01-15,0.27430394,0.23175794,0.33616194
Northern Hemisphere,,1868-02-15,-0.14519705,-0.18713404,-0.081362054
Northern Hemisphere,,1868-03-15,0.21093294,0.16993394,0.28994796
Northern Hemisphere,,1868-04-15,0.27754295,0.24525395,0.32505095
Northern Hemisphere,,1868-05-15,0.22505794,0.19621395,0.26163796
Northern Hemisphere,,1868-06-15,0.46237293,0.43894693,0.49013993
Northern Hemisphere,,1868-07-15,0.83390296,0.812992,0.86121
Northern Hemisphere,,1868-08-15,0.24102694,0.21726294,0.27288094
Northern Hemisphere,,1868-09-15,0.061292946,0.03212194,0.097016945
Northern Hemisphere,,1868-10-15,-0.20905705,-0.24661605,-0.16168304
Northern Hemisphere,,1868-11-15,0.17429395,0.13510294,0.22234294
Northern Hemisphere,,1868-12-15,0.27729294,0.23388195,0.33118394
Northern Hemisphere,,1869-01-15,0.021540955,-0.02856505,0.08903595
Northern Hemisphere,,1869-02-15,0.18979694,0.14027394,0.27599093
Northern Hemisphere,,1869-03-15,0.029763952,-0.009110048,0.078994945
Northern Hemisphere,,1869-04-15,0.24429794,0.20837395,0.29459894
Northern Hemisphere,,1869-05-15,0.35127193,0.32320094,0.38912895
Northern Hemisphere,,1869-06-15,0.021269947,0.0018889457,0.04497595
Northern Hemisphere,,1869-07-15,0.14733595,0.12713695,0.17084895
Northern Hemisphere,,1869-08-15,0.24062094,0.21429795,0.27024394
Northern Hemisphere,,1869-09-15,-0.027007058,-0.062345058,0.0137619525
Northern Hemisphere,,1869-10-15,0.0037909448,-0.03570506,0.048386946
Northern Hemisphere,,1869-11-15,-0.0016430467,-0.051417053,0.060530946
Northern Hemisphere,,1869-12-15,-0.07270706,-0.12509604,-0.0034330487
Northern Hemisphere,,1870-01-15,0.13744594,0.09372195,0.18596795
Northern Hemisphere,,1870-02-15,0.29825494,0.25539994,0.35863793
Northern Hemisphere,,1870-03-15,0.19618094,0.15581495,0.25633493
Northern Hemisphere,,1870-04-15,0.17118895,0.13729295,0.24494295
Northern Hemisphere,,1870-05-15,0.18253994,0.15617095,0.21903394
Northern Hemisphere,,1870-06-15,0.18170795,0.16136195,0.20281895
Northern Hemisphere,,1870-07-15,0.098495945,0.07864895,0.12216695
Northern Hemisphere,,1870-08-15,0.27599594,0.25187895,0.30492193
Northern Hemisphere,,1870-09-15,0.093571946,0.06246195,0.12695295
Northern Hemisphere,,1870-10-15,0.14829795,0.10293995,0.22939995
Northern Hemisphere,,1870-11-15,0.009103954,-0.038938046,0.07943395
Northern Hemisphere,,1870-12-15,0.14269595,0.092010945,0.22501895
Northern Hemisphere,,1871-01-15,-0.03861305,-0.08156006,0.046655945
Northern Hemisphere,,1871-02-15,-0.19215606,-0.23379005,-0.12815104
Northern Hemisphere,,1871-03-15,0.032771945,-0.0047980547,0.11632795
Northern Hemisphere,,1871-04-15,0.37472993,0.33896393,0.42858493
Northern Hemisphere,,1871-05-15,0.24835195,0.22170694,0.28418896
Northern Hemisphere,,1871-06-15,0.11564895,0.09617495,0.13835295
Northern Hemisphere,,1871-07-15,0.28442696,0.26776895,0.30702093
Northern Hemisphere,,1871-08-15,-0.08064504,-0.108778045,-0.048586056
Northern Hemisphere,,1871-09-15,-0.23133205,-0.26415306,-0.19561304
Northern Hemisphere,,1871-10-15,-0.20328505,-0.24177004,-0.14530705
Northern Hemisphere,,1871-11-15,-0.26207006,-0.30483806,-0.19255005
Northern Hemisphere,,1871-12-15,-0.0023780465,-0.044964045,0.05935295
Northern Hemisphere,,1872-01-15,-0.20104404,-0.23857506,-0.14285205
Northern Hemisphere,,1872-02-15,-0.36500904,-0.40246806,-0.31436807
Northern Hemisphere,,1872-03-15,-0.27052706,-0.30546606,-0.21994306
Northern Hemisphere,,1872-04-15,-0.046069056,-0.07595706,-0.010504052
Northern Hemisphere,,1872-05-15,0.09341295,0.06456095,0.12732895
Northern Hemisphere,,1872-06-15,0.15299195,0.13220094,0.17688595
Northern Hemisphere,,1872-07-15,0.22062494,0.19770095,0.24436994
Northern Hemisphere,,1872-08-15,0.39953095,0.37675193,0.42446193
Northern Hemisphere,,1872-09-15,0.31287095,0.28464493,0.34298295
Northern Hemisphere,,1872-10-15,-0.080774054,-0.11791204,-0.029438049
Northern Hemisphere,,1872-11-15,-0.15035005,-0.19082604,-0.085835055
Northern Hemisphere,,1872-12-15,-0.16443406,-0.20624204,-0.07659805
Northern Hemisphere,,1873-01-15,0.11685195,0.07408295,0.18288794
Northern Hemisphere,,1873-02-15,-0.39836505,-0.43932608,-0.31836307
Northern Hemisphere,,1873-03-15,-0.089289054,-0.12877004,-0.021392047
Northern Hemisphere,,1873-04-15,-0.06003806,-0.091879055,-0.0034020543
Northern Hemisphere,,1873-05-15,-0.15038405,-0.17513506,-0.12006505
Northern Hemisphere,,1873-06-15,-0.21683405,-0.23849805,-0.19505505
Northern Hemisphere,,1873-07-15,-0.10535504,-0.124231055,-0.08442505
Northern Hemisphere,,1873-08-15,-0.0092820525,-0.036126047,0.016677946
Northern Hemisphere,,1873-09-15,0.100208946,0.071153946,0.12811895
Northern Hemisphere,,1873-10-15,-0.07327606,-0.11112104,-0.017008051
Northern Hemisphere,,1873-11-15,-0.047189057,-0.090106055,0.021652952
Northern Hemisphere,,1873-12-15,0.053521946,0.008851945,0.14026195
Northern Hemisphere,,1874-01-15,0.29734394,0.25854295,0.40116793
Northern Hemisphere,,1874-02-15,-0.15015306,-0.18677406,-0.079010054
Northern Hemisphere,,1874-03-15,-0.29284006,-0.32705206,-0.21535607
Northern Hemisphere,,1874-04-15,-0.22576804,-0.25667408,-0.15675305
Northern Hemisphere,,1874-05-15,0.112719946,0.08886195,0.14360994
Northern Hemisphere,,1874-06-15,-0.04298605,-0.061093047,-0.023542047
Northern Hemisphere,,1874-07-15,-0.056114048,-0.081235066,-0.03237605
Northern Hemisphere,,1874-08-15,-0.18513305,-0.20919405,-0.16002207
Northern Hemisphere,,1874-09-15,0.096304946,0.07058795,0.124964945
Northern Hemisphere,,1874-10-15,-0.28343105,-0.31948107,-0.23592804
Northern Hemisphere,,1874-11-15,-0.27569607,-0.31740007,-0.19668107
Northern Hemisphere,,1874-12-15,-0.38056704,-0.42275104,-0.29933807
Northern Hemisphere,,1875-01-15,-0.18079205,-0.22821404,-0.09327404
Northern Hemisphere,,1875-02-15,-0.063413054,-0.10789405,0.080362946
Northern Hemisphere,,1875-03-15,-0.14819007,-0.18657504,-0.07911505
Northern Hemisphere,,1875-04-15,-0.09281306,-0.12830506,-0.033435047
Northern Hemisphere,,1875-05-15,0.06516195,0.038456947,0.09058495
Northern Hemisphere,,1875-06-15,-0.04759705,-0.07043706,-0.024827048
Northern Hemisphere,,1875-07-15,-0.049338058,-0.07140605,-0.031941056
Northern Hemisphere,,1875-08-15,0.15036795,0.12466495,0.17330095
Northern Hemisphere,,1875-09-15,0.15689895,0.12408095,0.20166394
Northern Hemisphere,,1875-10-15,0.17041795,0.12832195,0.22889094
Northern Hemisphere,,1875-11-15,-0.101638064,-0.14869304,-0.0041440576
Northern Hemisphere,,1875-12-15,-0.25587106,-0.30393106,-0.17059205
Northern Hemisphere,,1876-01-15,-0.36782607,-0.41392204,-0.28014606
Northern Hemisphere,,1876-02-15,-0.13515906,-0.18046506,-0.046071053
Northern Hemisphere,,1876-03-15,-0.11397405,-0.15562205,-0.036130056
Northern Hemisphere,,1876-04-15,-0.122672066,-0.15944605,-0.05285205
Northern Hemisphere,,1876-05-15,-0.32155508,-0.3492441,-0.28720808
Northern Hemisphere,,1876-06-15,0.009917945,-0.010797054,0.02904895
Northern Hemisphere,,1876-07-15,0.28399095,0.25920793,0.30739594
Northern Hemisphere,,1876-08-15,0.10883795,0.08661195,0.12855895
Northern Hemisphere,,1876-09-15,-0.007678047,-0.039593056,0.017669946
Northern Hemisphere,,1876-10-15,-0.20400904,-0.24319805,-0.14280204
Northern Hemisphere,,1876-11-15,-0.0016810596,-0.04845506,0.082765944
Northern Hemisphere,,1876-12-15,0.19094194,0.14280395,0.28896093
Northern Hemisphere,,1877-01-15,-0.104561046,-0.15370207,-0.021937057
Northern Hemisphere,,1877-02-15,0.40574393,0.35663694,0.5076159
Northern Hemisphere,,1877-03-15,0.12909494,0.086319946,0.21609494
Northern Hemisphere,,1877-04-15,0.18005495,0.14394495,0.24131894
Northern Hemisphere,,1877-05-15,0.15112394,0.123421945,0.18614794
Northern Hemisphere,,1877-06-15,0.39786494,0.37736395,0.41556293
Northern Hemisphere,,1877-07-15,0.35407594,0.32727093,0.37836194
Northern Hemisphere,,1877-08-15,0.5341709,0.50789595,0.55722797
Northern Hemisphere,,1877-09-15,0.44665292,0.41255295,0.47287095
Northern Hemisphere,,1877-10-15,0.47253692,0.42803094,0.52748597
Northern Hemisphere,,1877-11-15,0.50270396,0.45147294,0.58622295
Northern Hemisphere,,1877-12-15,0.58308595,0.53058493,0.67781997
Northern Hemisphere,,1878-01-15,0.49803692,0.44849393,0.61046696
Northern Hemisphere,,1878-02-15,0.46971393,0.42486393,0.58165294
Northern Hemisphere,,1878-03-15,0.39284995,0.35445994,0.47455195
Northern Hemisphere,,1878-04-15,0.68894297,0.65531397,0.76166195
Northern Hemisphere,,1878-05-15,0.51107895,0.48693994,0.5404369
Northern Hemisphere,,1878-06-15,0.45348093,0.43191794,0.47096393
Northern Hemisphere,,1878-07-15,0.15309395,0.13091895,0.17343995
Northern Hemisphere,,1878-08-15,0.34589794,0.31736994,0.36827794
Northern Hemisphere,,1878-09-15,0.36564693,0.33392695,0.39497894
Northern Hemisphere,,1878-10-15,-0.021406054,-0.06461905,0.03853795
Northern Hemisphere,,1878-11-15,-0.10334505,-0.15284504,0.0054739416
Northern Hemisphere,,1878-12-15,0.15644695,0.10544895,0.25051993
Northern Hemisphere,,1879-01-15,0.21012095,0.15229495,0.32676193
Northern Hemisphere,,1879-02-15,0.18215194,0.12984894,0.28553796
Northern Hemisphere,,1879-03-15,0.16219395,0.11822394,0.23507795
Northern Hemisphere,,1879-04-15,0.06664595,0.027001947,0.13169995
Northern Hemisphere,,1879-05-15,0.102588944,0.07200795,0.13291794
Northern Hemisphere,,1879-06-15,0.008786947,-0.01533106,0.031976953
Northern Hemisphere,,1879-07-15,-0.10005005,-0.12368305,-0.07760805
Northern Hemisphere,,1879-08-15,-0.04549806,-0.07180205,-0.023021057
Northern Hemisphere,,1879-09-15,-0.04401806,-0.07995705,-0.011648059
Northern Hemisphere,,1879-10-15,0.023620948,-0.023425058,0.085383944
Northern Hemisphere,,1879-11-15,-0.14404504,-0.19589205,-0.06289706
Northern Hemisphere,,1879-12-15,-0.11733805,-0.17182805,-0.033982053
Northern Hemisphere,,1880-01-15,0.055332944,-0.0012700558,0.13529995
Northern Hemisphere,,1880-02-15,-0.056313053,-0.10924606,0.014735952
Northern Hemisphere,,1880-03-15,0.19135195,0.14070295,0.26768595
Northern Hemisphere,,1880-04-15,0.18952994,0.14720295,0.24602294
Northern Hemisphere,,1880-05-15,-0.16291906,-0.19382705,-0.12876506
Northern Hemisphere,,1880-06-15,-0.035092056,-0.05886905,-0.012978047
Northern Hemisphere,,1880-07-15,-0.03156306,-0.059142053,-0.0063780546
Northern Hemisphere,,1880-08-15,0.058399945,0.032339945,0.084873945
Northern Hemisphere,,1880-09-15,-0.081074044,-0.12101005,-0.044201046
Northern Hemisphere,,1880-10-15,0.011247948,-0.041540056,0.08017795
Northern Hemisphere,,1880-11-15,0.010771945,-0.04732606,0.09610895
